"id_molec","name"
"C(C=C)N1CCNCC1","1-allyl-piperazine"
"ClC1=CC=C(CN2CCN(CC2)C=2N=CC3=C(N2)N(C=C(C3=O)C(=O)OCC)CC)C=C1","2-(4'-p-chlorobenzyl-piperazino)-5-oxo-6-carbethoxy-8-ethyl-5,8-dihydro-pyrido(2,3-d)pyrimidine"
"ClC1=CC=C(CN2CCNCC2)C=C1","1-p-chlorobenzyl-piperazine"
"COC(=O)C=1C=2C(=CNC2C=CC1)C=O","3-formylindole-4-carboxylic acid methyl ester"
"COC(=O)C=1C=2C=CNC2C=CC1","4-indolecarboxylic acid methyl ester"
"COC(C=1C=2C(=CNC2C=CC1)C=O)=NO","3- formylindole-4-carboxylic acid methyl ester oxime"
"C1N=CC=C2C(C=CC=C12)=O","isoquinolin-5(1 h)-one"
"COC(=O)C=1C=2C(=CNC2C=CC1)CN","3-(aminomethyl)indole -4-carboxylic acid methyl ester"
"Cl.COC(=O)C=1C=2C(=CNC2C=CC1)CN","3-(aminomethyl)indole-4-carboxylic acid methyl ester hydrochloride"
"CN1CC=2C=CC=C3C2C(C1)=CN3CCC","1,3,4,5-tetrahydro-4-methyl-1-propylpyrrolo[4,3,2-de]isoquinoline"
"N1C=C2CNCC=3C=CC=C1C23","1,3,4,5-tetrahydropyrrolo[4,3,2-de]isoquinoline"
"C(CC)N1C=C2CNCC=3C=CC=C1C23","1,3,4,5-tetrahydro-1-propylpyrrolo[4,3,2-de]isoquinoline"
"C(C)(=O)N1CC=2C=CC=C3C2C(C1)=CN3","4-acetyl-1,3,4,5 -tetrahydropyrrolo[4,3,2-de]isoquinoline"
"Cl.N1C=C2CNCC=3C=CC=C1C23","1,3,4,5-tetrahydropyrrolo[4,3,2-de]isoquinoline hydrochoride"
"ClCCC(=O)N1CC=2C=CC=C3C2C(C1)=CN3","4-(3-chloropropionyl)-1,3,4,5-tetrahydropyrrolo[4,3,2-de]isoquinoline"
"ClCCC(=O)Cl","3-chloropropionyl chloride"
"C(#N)C1=C(OC2=CC=C(C#N)C=C2)C=CC(=C1)C#N","4-(2,4 -dicyanophenoxy) benzonitrile"
"C(#N)C1=C(C=CC(=C1)C#N)[N+](=O)[O-]","2,4-dicyanonitrobenzene"
"NC1[C@@H]2N(C(C(S2)(C)C)C2=NN=NN2CC2=CC=C(C=C2)OCC2=CC=CC=C2)C1=O","6-amino-2,2-dimethyl-3-(1-[p-benzyloxybenzyl]tetrazol-5-yl)penam"
"C1(=CC=CC=C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)NC1[C@@H]2N(C(C(S2)(C)C)C2=NN=NN2CC2=CC=C(C=C2)OCC2=CC=CC=C2)C1=O","6-(triphenylmethylamino)-2,2-dimethyl-3-(1-[p-benzyloxybenzyl]tetrazol-5-yl)penam"
"C1(=CC=CC=C1)CC(=O)NC1[C@@H]2N(C(C(S2)(C)C)C2=NN=NN2)C1=O.NC1[C@@H]2N(C(C(S2)(C)C)C2=NN=NN2)C1=O","6-amino-2,2-dimethyl-3-(5-tetrazolyl)penam 6-(2-phenylacetamido)-2,2-dimethyl-3-(5-tetrazolyl)penam"
"C1(=CC=CC=C1)CC(=O)NC1[C@@H]2N(C(C(S2)(C)C)C2=NN=NN2)C1=O","6-(2-phenylacetamido)-2,2-dimethyl-3-(5-tetrazolyl)penam"
"CN1C(=CC=C1C(=O)C1=CC=C(C=C1)C)CC(=O)OCC","ethyl 1-methyl-5-p-toluoylpyrrole-2-acetate"
"C1(=CC=C(C=C1)[Mg]Br)C","p-tolyl magnesium bromide"
"ClC(=O)C1=CC=C(N1C)CC(=O)OCC","ethyl 5-chlorocarbonyl-1-methylpyrrole-2-acetate"
"ClC1=CC=C(C(=O)C2=C(C=C(N2C)CC(=O)O)C)C=C1","5-(p-chlorobenzoyl)-1,4-dimethylpyrrole-2-acetic acid"
"ClC1=CC=C(C(=O)C2=C(C=C(N2C)CC(=O)OCC)C)C=C1","ethyl 5-(p-chlorobenzoyl)-1,4-dimethylpyrrole-2-acetate"
"O1C2(C=CC=C1)NC1=CC=CC=C1C2","indolinespiropyran"
"OC1=C(C2=CC=C(C=C2C=C1)[N+](=O)[O-])C=O","2-hydroxy-6-nitro-1-naphthaldehyde"
"CN1C(C(C2=CC=CC=C12)(C)C)=C","1,3,3-trimethyl-2-methyleneindoline"
"COC(CCCCCCC1=CCC2=CC(=CC=C12)OC)=O","6-methoxy-3-indeneheptanoic acid methyl ester"
"[Br-].COC1=CC=C2C(CCC2=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","(6-methoxy-3-indanyl)triphenylphosphonium bromide"
"COC(CCCCCC=O)=O","methyl-6-formylhexanoate"
"COC(CCCCCCC1C(C(CC1=O)OC(C)=O)C=CC(CCCCC)=O)=O","3-acetoxy-2-(3-oxo-1-octenyl)-5-oxocyclopentaneheptanoic acid methyl ester"
"O=C(CP(OC)(OC)=O)CCCCC","dimethyl 2-oxoheptylphosphonate"
"COC(CCCCCCC1C(C(CC1=O)OC(C)=O)C=O)=O","3-acetoxy-2-formyl-5-oxocyclopentaneheptanoic acid methyl ester"
"Cl.Cl.CC=1N=CNC1CSCCN","4-methyl-5-[(2-aminoethyl)thiomethyl]imidazole dihydrochloride"
"Br.Br.CC=1N=CNC1CSCCN","4-methyl-5-[(2-aminoethyl)thiomethyl]imidazole dihydrobromide"
"CC=1N=CNC1CSCCNC(=N)N[N+](=O)[O-]","n-[2-((4-methyl-5-imidazolyl)methylthio)ethyl]-n'-nitroguanidine"
"CSC(N[N+](=O)[O-])=N","s-methyl-n-nitroisothiourea"
"C(#N)NC(SC)=NC","n-cyano-n',s-dimethylisothiourea"
"CNC(=S)NCCSCC1=C(N=CN1)C","n-methyl-n'-[2-((4-methyl-5-imidazolyl)methylthio)ethyl]thiourea"
"NC(=N)N","guanidine"
"N#CN.[Pb]","lead cyanamide"
"C(#N)NC(SC)=NCCSCC1=C(N=CN1)C","n-cyano-n'-[2-((4-methyl-5-imidazolyl)methylthio)ethyl]-s-methylisothiourea"
"C(#N)NC(=NCCSCC1=C(N=CN1)C)NCC","n-cyano-n'-ethyl-n""-[2-((4-methyl-5-imidazolyl)methylthio)ethyl]guanidine"
"C(#N)NC(=NC)NCCSCC=1N=CNC1","n-cyano-n'-[2-(4-imidazolylmethylthio)ethyl]-n""-methylguanidine"
"CNC(=S)NCCSCC=1N=CNC1","n-methyl-n'-[2-(4-imidazolylmethylthio)ethyl]thiourea"
"Br.Br.CC=1N=CNC1CSCCCN","4-methyl-5-[(3-aminopropyl)thiomethyl]imidazole dihydrobromide"
"C(CN)CS.Cl","homocysteamine hydrochloride"
"C(#N)NC(=NCCCSCC1=C(N=CN1)C)NC","n-cyano-n'-methyl-n""-[3-((4-methyl-5-imidazolyl)methylthio)propyl]guanidine"
"CNC(=S)NCCCSCC1=C(N=CN1)C","n-methyl-n'-[3-((4-methyl-5-imidazolyl)methylthio)propyl]thiourea"
"C(#N)NC(=NCCC)NCCSCC1=C(N=CN1)C","n-cyano-n'-[2-((4-methyl-5-imidazolyl)methylthio)ethyl]-n""-propylguanidine"
"ClC(C(=O)OCC)C(CC)=O","ethyl 2-chloro-3-oxopentanoate"
"O=C(CC(=O)OCC)CC","ethyl 3-oxopentanoate"
"N(O)=C(C(=O)OCC)C(C(C)C)=O","ethyl 2-oximino-4-methyl-3-oxopentanoate"
"C(#N)NC(=N)NCCSCC=1N=CNC1","n-cyano-n'-[2-(4-imidazolylmethylthio)ethyl]guanidine"
"NCCSCC=1N=CNC1","4-((2-aminoethyl)thiomethyl)imidazole"
"C(#N)NC(SC)=NCCSCC=1N=CNC1","n-cyano-n'-[2-(4-imidazolylmethylthio)ethyl]-s-methylisothiourea"
"Br.Br.NCCCSC=1NC=CN1","2-(3-aminopropylthio)imidazole dihydrobromide"
"NCCCO","3-aminopropanol"
"CN1C(=NC(=C1)C)CO","1,4-dimethyl-2-hydroxymethylimidazole"
"CN1C=NC(=C1)C","1,4-dimethylimidazole"
"OCC1=NC=C2N1CCCC2","3-hydroxymethyl-5,6,7,8-tetrahydroimidazo[1,5-a]pyridine"
"Br.Br.CN1C(=NC(=C1)C)CSCCN","1,4-dimethyl-2-[(2-aminoethyl)thiomethyl]imidazole dihydrobromide"
"C(C)(C)O.CO","isopropyl alcohol methanol"
"OCCCOCC=1N=CNC1","4-(3-hydroxypropoxy)methylimidazole"
"Cl.ClCC=1N=CNC1","4-chloromethylimidazole hydrochloride"
"NC=1NC=C(N1)CSCCN","2-amino-4-[(2-aminoethyl)thiomethyl]imidazole"
"Cl.NC=1NC=C(N1)CO","2-amino-4-hydroxymethylimidazole hydrochloride"
"C1([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1[O-]","picrate"
"C(#N)NC(=N)NCCSCC1=NNC=C1","n-cyano-n'-[2-(3-pyrazolylmethylthio)ethyl]guanidine"
"NCCSCC1=NNC=C1","3-[(2-aminoethyl)thiomethyl]pyrazole"
"C(#N)NC(SC)=NCCSCC1=NNC=C1","n-cyano-n'-[2-(3-pyrazolylmethylthio)ethyl]-s-methylisothiourea"
"N1N=C(C=C1)CNCCN","n-(3-pyrazolylmethyl)ethylenediamine"
"BrCC1=NNC=C1","3-bromomethylpyrazole"
"OCC1=NNC=C1","3-hydroxymethylpyrazole"
"S(=O)(Br)Br","thionyl bromide"
"[N+](=O)([O-])NC(=N)NCCNCC1=NNC=C1","n-nitro-n'-[2-(3-pyrazolylmethylamino)-ethyl]guanidine"
"C(#N)NC(=NCCNCC1=NNC=C1)NC","n-cyano-n'-methyl-n""-[2-(3-pyrazolylmethylamino)ethyl]guanidine"
"C(#N)NC(=NCCNCC1=NNC=C1)NCC","n-cyano-n'-ethyl-n""-[2-(3-pyrazolylmethylamino)ethyl]guanidine"
"C(C)N=C=S","ethyl isothiocyanate"
"C(C)NC(=S)NCCNCC1=NNC=C1","n-ethyl-n'-[2-(3-pyrazolylmethylamino)ethyl]thiourea"
"NCCCNC1=NNC=C1","3-(3-aminopropylamino)pyrazole"
"NC1=NNC=C1","3-aminopyrazole"
"N(=[N+]=[N-])CCC(=O)Cl","β-azidopropionyl chloride"
"C(#N)NC(=NCCSCC1=NC=CC=N1)NC","n-cyano-n'-methyl-n""-[2-(2-pyrimidylmethylthio)ethyl]-guanidine"
"ClCC1=NC=CC=N1","2-chloromethylpyrimidine"
"C1(C=2C(C(N1C(C)S)=O)=CC=CC2)=O","phthalimidoethanethiol"
"NCCSCC1=NC=CC=N1","2-[(2-aminoethyl)thiomethyl]-pyrimidine"
"C(#N)NC(=NCCCSCC1=NC=CC=N1)NC","n-cyano-n'-methyl-n""-[3-(2-pyrimidylmethylthio)propyl]guanidine"
"OCC1=NC=CC=N1","2-hydroxymethylpyrimidine"
"SCCCN","3-mercaptopropylamine"
"NCCCSCC1=NC=CC=N1","2-[(3-aminopropyl)thiomethyl]-pyrimidine"
"C1(C=2C(C(N1CCCSC1=NC=CC=N1)=O)=CC=CC2)=O","2-(3-phthalimidopropylthio)pyrimidine"
"SC1=NC=CC=N1","2-mercaptopyrimidine"
"BrCCCC1=C2C(C(=O)NC2=O)=CC=C1","3-bromopropylphthalimide"
"C(C)O.O","ethanol water"
"Cl.NCCSCC1=NC=CN=C1","2-[(2-aminoethyl)thiomethyl]pyrazine hydrochloride"
"ClCC1=NC=CN=C1","2-chloromethylpyrazine"
"[N+](=O)([O-])NC(=N)NCCSCC1=NC=CN=C1","n-nitro-n'-[2-(2-pyrazinylmethylthio)-ethyl]guanidine"
"NCCSCC1=NC=CN=C1","2-[(2-aminoethyl)thiomethyl]pyrazine"
"C(#N)NC(=NCCSCC1=NC=CN=C1)NC","n-cyano-n'-methyl-n""-[2-(2-pyrazinylmethylthio)ethyl]guanidine"
"C(#N)NC(SC)=NCCSCC1=NC=CN=C1","n-cyano-n'-[2-(2-pyrazinylmethylthio)ethyl]-s-methylisothiourea"
"C(#N)NC(=NCCSCC1=NC=CN=C1)NCC","n-cyano-n'-ethyl-n""-[2-(2-pyrazinylmethylthio)ethyl]guanidine"
"CN(CCNC(N)=N)C","n'-(2-dimethylaminoethyl) guanidine"
"C(CC)NC(N)=N","n'-propyl guanidine"
"OC=1C(=NC=CN1)CO","3-hydroxy-2-hydroxymethylpyrazine"
"OC=1C(=NC=CN1)C(=O)O","3-hydroxypyrazine-2-carboxylic acid"
"OCCOCC1=NC=CN=C1","2-(2-hydroxyethoxymethyl)pyrazine"
"[N+](=O)([O-])NC(=N)NCCSCC=1N=NC=CC1","n-nitro-n'-[2-(3-pyridazinylmethylthio)ethyl]guanidine"
"NCCSCC=1N=NC=CC1","3-[(2-aminoethyl)thiomethyl]pyridazine"
"C(#N)NC(=NCCSCC=1N=NC=CC1)NC","n-cyano-n'-methyl-n""-[2-(3-pyridazinylmethylthio)ethyl]guanidine"
"C(#N)NC(SC)=NCCSCC=1N=NC=CC1","n-cyano-n'-[2-(3-pyridazinylmethylthio)ethyl]-s-methylisothiourea"
"C(#N)NC(=NCCSCC=1N=NC=CC1)NCC","n-cyano-n'-ethyl-n""-[2-(3-pyridazinylmethylthio)ethyl]guanidine"
"NC1=CC=C(N=N1)CO","6-amino-3-hydroxymethylpyridazine"
"NC1=CC=C(N=N1)C(=O)O","6-amino-3-pyridazinecarboxylic acid"
"OCCC=1N=NC=CC1","3-(2-hydroxyethyl)pyridazine"
"N1=NC(=CC=C1)CC(=O)O","3-pyridazineacetic acid"
"N1=C(N=CC=C1)CNCCN","n-(2-pyrimidylmethyl)ethylenediamine"
"[N+](=O)([O-])NC(=N)NCCNCC1=NC=CC=N1","n-nitro-n'-[2-(2-pyrimidylmethylamino)-ethyl]guanidine"
"C(#N)NC(=NCCNCC1=NC=CC=N1)NC","n-cyano-n'-methyl-n""-[2-(2-pyrimidylmethylamino)ethyl]guanidine"
"NCCCNC1=NC=CC=N1","2-(3-aminopropylamino)pyrimidine"
"BrC1=NC=CC=N1","2-bromopyrimidine"
"NCCCN","1,3-diaminopropane"
"N1=C(C=NC=C1)CNCCN","n-(2-pyrazinylmethyl)ethylenediamine"
"[N+](=O)([O-])NC(=N)NCCNCC1=NC=CN=C1","n-nitro-n'-[2-(2-pyrazinylmethylamino)ethyl]guanidine"
"C(#N)NC(=NCCNCC1=NC=CN=C1)NC","n-cyano-n'-methyl-n""-[2-(2-pyrazinylmethylamino)ethyl]-guanidine"
"C(C)NC(=S)NCCNCC1=NC=CN=C1","n-ethyl-n'-[2-(2-pyrazinylmethylamino)ethyl]thiourea"
"C(#N)NC(=NCCNCC1=NC=CN=C1)NCC","n-cyano-n'-ethyl-n""-[2-(2-pyrazinylmethylamino)ethyl]-guanidine"
"NCCCNC1=NC=CN=C1","2-(3-aminopropylamino)-pyrazine"
"N1=NC(=CC=C1)CNCCN","n-(3-pyridazinylmethyl)ethylenediamine"
"ClCC=1N=NC=CC1","3-chloromethylpyridazine"
"[N+](=O)([O-])NC(=N)NCCNCC=1N=NC=CC1","n-nitro-n'-[2-(3-pyridazinylmethylamino)ethyl]guanidine"
"CNC(=S)NCCNCC=1N=NC=CC1","n-methyl-n'-[2-(3-pyridazinylmethylamino)ethyl] thiourea"
"NCCCNC=1N=NC=CC1","3-(3-aminopropylamino)-pyridazine"
"ClC=1N=NC=CC1","3-chloropyridazine"
"[N+](=O)([O-])NC(=N)NCCSCC=1SC=CN1","n-nitro-n'-[2-(2-thiazolylmethylthio)-ethyl]guanidine"
"NCCSCC=1SC=CN1","2-[(2-aminoethyl)thiomethyl]thiazole"
"C(#N)NC(=NCCSCC=1SC=CN1)NCC","n-cyano-n'-ethyl-n""-[2-(2-thiazolylmethylthio)ethyl]guanidine"
"C(#N)NC(SC)=NCCSCC=1SC=CN1","n-cyano-n'-[2-(2-thiazolylmethylthio)ethyl]-s-methylisothiourea"
"Br.Br.NCCSCC1=CN=CS1","5-((2-aminoethyl)thiomethyl)thiazole dihydrobromide"
"OCC1=CN=CS1","5-hydroxymethylthiazole"
"C(#N)NC(=NCCSCC1=CN=CS1)NC","n-cyano-n'-methyl-n""-[2-(5-thiazolylmethylthio)ethyl]guanidine"
"CNC(=S)NCCSCC1=CN=CS1","n-methyl-n'-[2-(5-thiazolylmethylthio)ethyl]thiourea"
"C(#N)NC(=NCCSCC=1N=C(SC1)N)NC","n-cyano-n'-methyl-n""-[2-((2-amino-4-thiazolyl)methylthio)ethyl]guanidine"
"CNC(=S)NCCSCC=1N=C(SC1)N","n-methyl-n'-[2-((2-amino-4-thiazolyl)methylthio)ethyl]thiourea"
"C(C1=CC=CC=C1)C=1SC=C(N1)CO","2-benzyl-4-hydroxymethylthiazole"
"C(C1=CC=CC=C1)C=1SC=C(N1)C(=O)O","2-benzyl-4-thiazolecarboxylic acid"
"Cl.NCCSCC1=NSC=C1","3-[(2-aminoethyl)thiomethyl]isothiazole hydrochloride"
"BrCC1=NSC=C1","3-bromomethylisothiazole"
"C(#N)NC(=NC)NCCSCC1=NSC=C1","n-cyano-n'-[2-(3-isothiazolylmethylthio)ethyl]-n""-methylguanidine"
"CNC(=S)NCCSCC1=NSC=C1","n-methyl-n'-[2-(3-isothiazolylmethylthio)ethyl]thiourea"
"C(#N)NC(SC)=NCCSCC1=NSC=C1","n-cyano-n'-[2-(3-isothiazolylmethylthio)ethyl]-s-methylisothiourea"
"Br.BrC=1C(=NSC1)CSCCN","4-bromo-3-[(2-aminoethyl)thiomethyl]isothiazole hydrobromide"
"BrC=1C(=NSC1)CBr","4-bromo-3-(bromomethyl)isothiazole"
"C(#N)NC(=NC)NCCSCC1=NSC=C1Br","n-cyano-n'-[2-((4-bromo-3-isothiazolyl)methylthio)ethyl]-n""-methylguanidine"
"CNC(=S)NCCSCC1=NSC=C1Br","n-methyl-n'-[2-((4-bromo-3-isothiazolyl)methylthio)ethyl]thiourea"
"Br.CC1=NSC=C1CSCCN","3-methyl-4-[(2-aminoethyl)thiomethyl]isothiazole hydrobromide"
"OCC=1C(=NSC1)C","4-hydroxymethyl-3-methylisothiazole"
"S1N=C(C=C1)CSCCNC(=N[N+](=O)[O-])NC","n-[2-(3-isothiazolylmethylthio)ethyl]-n'-methyl-n""-nitroguanidine"
"NCCSCC1=NSC=C1","3-[(2-aminoethyl)thiomethyl]isothiazole"
"S1N=C(C=C1)CSCCNC(=N)N[N+](=O)[O-]","n-[2-(3-isothiazolylmethylthio)ethyl]-n'-nitroguanidine"
"CNC(SC)=N[N+](=O)[O-]","n,s-dimethyl-n'-nitroisothiourea"
"OCC=1C(=NSC1C)C","4-hydroxymethyl-3,5-dimethylisothiazole"
"CC1=NSC(=C1C(=O)O)C","3,5-dimethyl-4-isothiazolecarboxylic acid"
"C1(C=2C(C(N1CCCSC=1OC=CN1)=O)=CC=CC2)=O","2-(3-phthalimidopropylthio)oxazole"
"O1C(=NC=C1)S","oxazole-2-thiol"
"NCCCSC=1OC=CN1","2-(3-aminopropylthio)-oxazole"
"C(#N)NC(=NCCCSC=1OC=CN1)NC","n-cyano-n'-methyl-n""-[3-(2-oxazolyl)thiopropyl]guanidine"
"CNC(=S)NCCCSC=1OC=CN1","n-methyl-n'-[3-(2-oxazolyl)thiopropyl]-thiourea"
"C(#N)NC(=NCCCSC=1OC=C(N1)C)NC","n-cyano-n'-methyl-n""-[3-(4-methyl-2-oxazolyl)thiopropyl]-guanidine"
"CNC(=S)NCCCSC=1OC=C(N1)C","n-methyl-n'-[3-(4-methyl-2-oxazolyl)thiopropyl]thiourea"
"C(C1=CC=CC=C1)C1=C(N=CO1)CO","5-benzyl-4-hydroxymethyloxazole"
"C(C1=CC=CC=C1)C1=C(N=CO1)C(=O)OC","methyl 5-benzyl-4-oxazolecarboxylate"
"O1C(=NC=C1)SCCCNC(=N)N","3-(2-oxazolyl) thiopropylguanidine"
"CSC(N)=N","s-methylisothiourea"
"Br.NCCSCC1=NOC=C1","3-[(2-aminoethyl)thiomethyl]isoxazole hydrobromide"
"ClCC1=NOC=C1","3-chloromethylisoxazole"
"O1N=C(C=C1)CSCCN=C(N)N","2-(2-(3-isoxazolylmethylthio)ethyl]guanidine"
"CNC(=S)NCCSCC1=NOC=C1","n-methyl-n'-[2-(3-isoxazolylmethylthio)ethyl]thiourea"
"O1N=C(C=C1)CSCCNC(=N)N","[2-(3-isoxazolylmethylthio)ethyl]guanidine"
"NCCSCC1=NOC=C1","3-[(2-aminoethyl)thiomethyl]isoxazole"
"[N+](=O)([O-])NC(=N)NCCSCC1=NOC=C1","n-nitro-n'-[2-(3-isoxazolylmethylthio)ethyl]guanidine"
"S1C(=NC=C1)CNCCN","n-(2-thiazolylmethyl)ethylenediamine"
"ClCC=1SC=CN1","2-chloromethylthiazole"
"C(#N)NC(=NCCNCC=1SC=CN1)NC","n-cyano-n'-methyl-n""-[2-(2-thiazolylmethylamino)ethyl]guanidine"
"C(C)NC(=S)NCCNCC=1SC=CN1","n-ethyl-n'-[2-(2-thiazolylmethylamino)ethyl]thiourea"
"C(#N)NC(=NCCNCC=1SC=CN1)NCC","n-cyano-n'-ethyl-n""-[2-(2-thiazolylmethylamino)ethyl]-guanidine"
"S1N=C(C=C1)CNCCN","n-(3-isothiazolylmethyl)ethylenediamine"
"S1N=C(C=C1)CNCCNC(=N)N[N+](=O)[O-]","n-[2-(3-isothiazolylmethylamino)-ethyl]-n'-nitroguanidine"
"CNC(=S)NCCNCC1=NSC=C1","n-methyl-n'-[2-(3-isothiazolylmethylamino)ethyl]thiourea"
"C(C1=CC=CC=C1)C1=C(N=CO1)CCl","5-benzyl-4-chloromethyloxazole"
"C(C1=CC=CC=C1)C1=C(N=CO1)C(=O)O","5-benzyl-4-oxazolecarboxylic acid"
"CNC(=S)NCCNCC=1N=COC1CC1=CC=CC=C1","n-methyl-n'-[2-((5-benzyl-4-oxazolyl)methylamino)ethyl]-thiourea"
"C(C1=CC=CC=C1)C1=C(N=CO1)CNCCN","n-(5-benzyl-4-oxazolylmethyl)ethylenediamine"
"C(C1=CC=CC=C1)C1=C(N=CO1)CNCCNC(=NC)NC#N","n-[2-((5-benzyl-4-oxazolyl)methylamino)ethyl]-n'-cyano-n""-methylguanidine"
"C(#N)NC(=NCCNCC1=C(N=CO1)C)NCC","n-cyano-n'-ethyl-n""-[2-((4-methyl-5-oxazolyl)methylamino)ethyl]guanidine"
"ClCC1=C(N=CO1)C","5-chloromethyl-4-methyloxazole"
"CC=1N=COC1CNCCN","n-(4-methyl-5-oxazolylmethyl)ethylenediamine"
"C(C)OCC1N=NC(N1C)=S","3-ethoxymethyl-4-methyl-1,2,4-triazoline-5-thione"
"C(C)OCC(=O)Cl","ethoxyacetyl chloride"
"CNC(NN)=S","4-methylthiosemicarbazide"
"Br.Br.NCCSCC1=NN=CN1C","3-[(2-aminoethyl)thiomethyl]-4-methyl-1,2,4-triazole dihydrobromide"
"OCC1=NN=CN1C","3-hydroxymethyl- 4-methyl-1,2,4-triazole"
"NCCSCC1=NSC(=N1)Cl","3-[(2-aminoethyl)thiomethyl]-5-chloro-1,2,4-thiadiazole"
"ClC1=NC(=NS1)CCl","5-chloro-3-chloromethyl-1,2,4-thiadiazole"
"NCCSCC=1N=NSC1","4-[(2-aminoethyl)thiomethyl]-1,2,3-thiadiazole"
"OCC=1N=NSC1","4-hydroxymethyl-1,2,3-thiadiazole"
"NCCSCC=1N=NSC1C","4-[(2-aminoethyl)thiomethyl]-5-methyl-1,2,3-thiadiazole"
"OCC=1N=NSC1C","4-hydroxymethyl-5-methyl-1,2,3-thiadiazole"
"NCCCNC1=NSC=N1","3-(3-aminopropylamino)-1,2,4-thiadiazole"
"NC1=NSC=N1","3-amino-1,2,4-thiadiazole"
"C1(C=2C(C(N1CCCBr)=O)=CC=CC2)=O","3-phthalimidopropyl bromide"
"N1=C(NC2=C1C=CC=C2)CSCCNC(=N)N[N+](=O)[O-]","n-[2-(2-benzimidazolylmethylthio)ethyl]-n'-nitroguanidine"
"NCCSCC=1NC2=C(N1)C=CC=C2","2-[(2-aminoethyl)thiomethyl]benzimidazole"
"N1=C(NC2=C1C=CC=C2)CSCCNC(=NCC)NC#N","n-[2-(2-benzimidazolylmethylthio)ethyl]-n'-cyano-n""-ethylguanidine"
"C(#N)NC(SC)=NCCSCC=1NC2=C(N1)C=CC=C2","n-cyano-n'-[2-(2-benzimidazolylmethylthio)ethyl]-s-methylisothiourea"
"N1=C(NC2=C1C=CC=C2)CNCCNC(=NC)NC#N","n-[2-(2-benzimidazolylmethylamino)ethyl]-n'-cyano-n""-methylguanidine"
"N1=C(NC2=C1C=CC=C2)CNCCN","n-(2-benzimidazolylmethyl)ethylenediamine"
"N1=C(NC2=C1C=CC=C2)CNCCNC(=NCC)NC#N","n-[2-(2-benzimidazolylmethylamino)-ethyl]-n'-cyano-n""-ethylguanidine"
"N1=C(NC2=C1C=CC=C2)CCNCCNC(=NC)NC#N","n-[2-(2-(2-benzimidazolyl)ethylamino)ethyl]-n'-cyano-n""-methylguanidine"
"ClCCC=1NC2=C(N1)C=CC=C2","2-(2-chloroethyl)benzimidazole"
"N1=C(NC2=C1C=CC=C2)CCNCCN","n-[2-(2-benzimidazolyl)ethyl]-ethylenediamine"
"C=1N=CN2C1CCCC2","5,6,7,8-tetrahydroimidazo[1,5-a]pyridine"
"NCCSCC1=NC=C2N1CCCC2","3-[(2-aminoethyl)thiomethyl]-5,6,7,8-tetrahydroimidazo[1,5-a]pyridine"
"C(C1CO1)OCCC[Si](OC)(OC)OC","γ-glycidyloxypropyltrimethoxysilane"
"C(C1CO1)OCC=C","allyl glycidyl ether"
"CO[SiH](OC)OC","trimethoxysilane"
"C(C)(=O)OCCC[Si](Cl)(Cl)Cl","3-acetyloxypropyltrichlorosilane"
"Cl[SiH](Cl)Cl","trichlorosilane"
"C(C)(=O)OCC=C","allyl acetate"
"C(C)C(C(=O)OCCC[Si](OCC)(OCC)OCC)CCCC","3-(2'-ethylcaproyloxy)-propyltriethoxysilane"
"C(C)O[SiH](OCC)OCC","triethoxysilane"
"[SiH4].[H][H]","silane hydrogen"
"C(C(=C)C)(=O)OCCC[Si](Cl)(Cl)Cl","3-methacryloxypropyltrichlorosilane"
"C(C(=C)C)(=O)OCC=C","allyl methacrylate"
"OCC=1CS[C@H]2N(C1C(=O)O)C(C2NC(CC=2SC=CC2)=O)=O","3-hydroxymethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylic acid"
"CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O","cephalothin"
"FCC=1CS([C@H]2N(C1C(=O)OC(C1=CC=CC=C1)C1=CC=CC=C1)C(C2NC(CC=2SC=CC2)=O)=O)=O","benzhydryl 3-fluoromethyl-7-(2-thienyl-acetamido)-3-cephem-4-carboxylate-1-oxide"
"C(C)N(CC)S(F)(F)F","diethylaminosulfur trifluoride"
"OCC=1CS([C@H]2N(C1C(=O)OC(C1=CC=CC=C1)C1=CC=CC=C1)C(C2NC(CC=2SC=CC2)=O)=O)=O","benzhydryl 3-hydroxymethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylate-1-oxide"
"FCC=1CS[C@H]2N(C1C(=O)OC(C1=CC=CC=C1)C1=CC=CC=C1)C(C2NC(CC=2SC=CC2)=O)=O","benzhydryl 3-fluoromethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylate"
"Cl[Sn]Cl","sncl2"
"C(C)(=O)OCC=1CS[C@H]2N(C1C(=O)O)C(C2NC(CC=2SC=CC2)=O)=O","3-acetoxymethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylic acid"
"CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-].[Na+]","sodium cephalothin"
