"regular","reason","component","id_reac"
"0","nosmiles","( 5 )","US039432604"
"0","nosmiles","[ 3 ]","US039432604"
"0","nosmiles","[ 3 ]","US039432605"
"0","nosmiles","crude mixture","US039432609"
"0","nosmiles","160","US0394326011"
"0","nosmiles","159","US0394326011"
"0","nosmiles","131","US0394326011"
"0","nosmiles","ketone","US0394326012"
"0","nosmiles","product","US0394326012"
"0","nosmiles","anhydride","US0394326014"
"0","nosmiles","alcohol","US0394326015"
"0","nosmiles","compound ( 1 )","US0394326016"
"0","nosmiles","ice water","USRE0287371"
"0","nosmiles","dimethyl acetal","US039444092"
"0","nosmiles","dimethyl acetal","US039444092"
"0","nosmiles","dimethyl acetal","US039444094"
"0","nosmiles","dimethyl acetal","US039444094"
"0","nosmiles","dimethyl acetal","US039444096"
"0","nosmiles","dimethyl acetal","US039444096"
"0","nosmiles","dimethyl acetal","US039444098"
"0","nosmiles","dimethyl acetal","US039444098"
"0","nosmiles","dimethyl acetal","US0394440910"
"0","nosmiles","dimethyl acetal","US0394440910"
"0","nosmiles","dimethyl acetal","US0394440912"
"0","nosmiles","dimethyl acetal","US0394440912"
"0","nosmiles","dimethyl acetal","US0394440914"
"0","nosmiles","dimethyl acetal","US0394440914"
"0","nosmiles","dimethyl acetal","US0394440916"
"0","nosmiles","dimethyl acetal","US0394440916"
"0","nosmiles","dimethyl acetal","US0394440918"
"0","nosmiles","dimethyl acetal","US0394440918"
"0","nosmiles","N'-bis(3-aminopropyl)piperazine","US039445181"
"0","nosmiles","100","US039445181"
"0","nosmiles","stannous chloride","US039445251"
"0","nosmiles","218g","US039445261"
"0","nosmiles","111g","US039445261"
"0","nosmiles","176.6g","US039445261"
"0","nosmiles","87g","US039445261"
"0","nosmiles","5g","US039445511"
"0","nosmiles","amine hydrochloride","US039445671"
"0","nosmiles","dilithio","US039445701"
"0","nosmiles","salt-ice","US039445751"
"0","nosmiles","3-keto","US0394456021"
"0","nosmiles","crude product","US0394456036"
"0","nosmiles","amine","US0394456038"
"0","nosmiles","product","US0394456038"
"0","nosmiles","methyl ester","US039445771"
"0","nosmiles","21-acetate","US039445841"
"0","nosmiles","solution","US039445898"
"0","nosmiles","ice","US039445898"
"0","nosmiles","tetrahydropyranyl ethers","US039445931"
"0","nosmiles","alcohol","US039446008"
"0","nosmiles","nitro","US039446151"
"0","nosmiles","dl-2-amino-1-butanol acetate hydrochloride","US039446083"
"0","nosmiles","FeSO4","US039446141"
"0","nosmiles","FeSO4","US039446141"
"0","nosmiles","dl-2-amino-1-butanol acetate hydrochloride","US039446173"
"0","nosmiles","dl-2-amino-1-butanol acetate hydrochloride","US039446193"
"0","nosmiles","dl-2-amino-1-butanol acetate hydrochloride","US039446182"
"0","nosmiles","27","US039446301"
"0","nosmiles","ice","US039446672"
"0","nosmiles","solution","US039446721"
"0","nosmiles","ethyl 2-(2,4-dichlorobenzyl) acetoacetate","US039446727"
"0","nosmiles","diazonium salt","US039446727"
"0","nosmiles","hydrazone","US039446727"
"0","nosmiles","carboxylate","US039446754"
"0","nosmiles","1.60","US0394467518"
"0","nosmiles","resultant mixture","US039446791"
"0","nosmiles","hydrochloric acid ice","US039446791"
"0","nosmiles","solid","US039459721"
"0","nosmiles","polyamide","US039459841"
"0","nosmiles","polyamide","US039459842"
"0","nosmiles","resultant mixture","US039459952"
"0","nosmiles","N-(2-methyl-2-propenyl)ethyl carbamate","US039459971"
"0","nosmiles","21-acetate","US039459972"
"0","nosmiles","homogeneous solid","US039459972"
"0","nosmiles","21-acetate","US039459975"
"0","nosmiles","hydrochloride salt","US039460046"
"0","nosmiles","acetone-ether","US039460046"
"0","nosmiles","ice","US039460081"
"0","nosmiles","0f","US039460087"
"0","nosmiles","Al(NO3)3.9H2O","US039460202"
"0","nosmiles","needles","US039460192"
"0","nosmiles","needles","US039460193"
"0","nosmiles","crude product","US039460195"
"0","nosmiles","solution","US0394601913"
"0","nosmiles","ice water","US039459941"
"0","nosmiles","alcohol","US039460271"
"0","nosmiles","2-methyl-4-(4'-methylmercaptophenyl)-1,4-dihydropyridine-3-carboxylic acid methyl ester-5,6-dicarboxylic acid diethyl ester","US039460278"
"0","nosmiles","alcohol","US039460281"
"0","nosmiles","sulfone","US039460371"
"0","nosmiles","trioxide","US039460371"
"0","nosmiles","diazonium salt","US039460361"
"0","nosmiles","resultant product","US039460382"
"0","nosmiles","ice water","US039460401"
"0","nosmiles","alcohol DMF","US039460266"
"0","nosmiles","alcohol","US039460268"
"0","nosmiles","alcohol","US039460269"
"0","nosmiles","cupric chloride dihydrate","US039460495"
"0","nosmiles","ice H2O","US039460498"
"0","nosmiles","ice H2O","US0394604911"
"0","nosmiles","( 0.080 )","US0394604912"
"0","nosmiles","alcohol","US0394604913"
"0","nosmiles","5l","US0394604914"
"0","nosmiles","CuCl2.2H2O","US0394604914"
"0","nosmiles","alcohol","US0394604915"
"0","nosmiles","ice","US0394604916"
"0","nosmiles","stainless steel","US039460551"
"0","nosmiles","stainless steel","US039460551"
"0","nosmiles","bis-[γ-(trialkoxysilyl)-propyl]-disulfides","US039460591"
"0","nosmiles","Bis-[γ-(Trialkoxysilyl)-Propyl]-Disulfides","US039460591"
"0","nosmiles","disulfide","US039460591"
"0","nosmiles","pentasulfide","US039460593"
"0","nosmiles","disulfides","US039460593"
"0","nosmiles","trisulfides","US039460593"
"0","nosmiles","5.7-g","US039460621"
"0","nosmiles","11.0-g","US039460622"
"0","nosmiles","solution","US039460651"
"0","nosmiles","solution","US039460651"
"0","nosmiles","85","US039460791"
"0","nosmiles","( a )","US039460801"
"0","nosmiles","solution","US039460783"
"0","nosmiles","aqueous solution","US039460783"
"0","nosmiles","ether-hexane","US039460784"
"0","nosmiles","ice","US039460784"
"0","nosmiles","mixture","US039460784"
"0","nosmiles","ether-hexane","US039460784"
"0","nosmiles","D-2-amino-2-(1,4-cyclohexadienyl)acetic acid","US039460001"
"0","nosmiles","white crystals","US039460001"
"0","nosmiles","605","US039461122"
"0","nosmiles","HCl ice","US039460211"
"0","nosmiles","N-methyl","US039460214"
"0","nosmiles","iron oxides","US039472921"
"0","nosmiles","ferrous oxide","US039472921"
"0","nosmiles","ferric oxide","US039472921"
"0","nosmiles","783","US039473381"
"0","nosmiles","870","US039473391"
"0","nosmiles","ice","US039473745"
"0","nosmiles","nitrile","US039473771"
"0","nosmiles","ice water","US039473771"
"0","nosmiles","50","US039473891"
"0","nosmiles","80C","US039473891"
"0","nosmiles","hydrochloride salt","US039474082"
"0","nosmiles","hydrochloride salt","US039474083"
"0","nosmiles","hydrochloride salt","US039474084"
"0","nosmiles","hydrochloride salt","US039474085"
"0","nosmiles","N,N'-carbonyldiimidazole","US0394740821"
"0","nosmiles","peroxide","US039474062"
"0","nosmiles","3,3'-Dimethyl-1,1'-peroxydicyclohexylamine","US0394740611"
"0","nosmiles","peroxide","US0394740611"
"0","nosmiles","4,4' -Dimethyl-1,1'-peroxydicyclohexylamine","US0394740612"
"0","nosmiles","peroxide","US0394740612"
"0","nosmiles","resultant mixture","US039474291"
"0","nosmiles","283","US039474401"
"0","nosmiles","37.0","US039474402"
"0","nosmiles","33","US039474403"
"0","nosmiles","solution","US039474403"
"0","nosmiles","ice-salt","US039474172"
"0","nosmiles","ice-salt","US039474173"
"0","nosmiles","15.0","US039474177"
"0","nosmiles","15.0","US039474177"
"0","nosmiles","ethyl β-chloroacetoacetate","US039474177"
"0","nosmiles","160","US039474177"
"0","nosmiles","hydrochloride salt","US039474452"
"0","nosmiles","hydrochloride salt","US039474458"
"0","nosmiles","aqueous solution","US0394744511"
"0","nosmiles","said acid","US039474481"
"0","nosmiles","hexahydrate","US039474511"
"0","nosmiles","solution","US039474511"
"0","nosmiles","product","US039474511"
"0","nosmiles","initial material","US039474521"
"0","nosmiles","yellow crystals","US039474343"
"0","nosmiles","crystals","US039474345"
"0","nosmiles","tan product","US039474346"
"0","nosmiles","tan product","US039474347"
"0","nosmiles","brown crystals","US0394743411"
"0","nosmiles","tan product","US0394743419"
"0","nosmiles","18.5","US0394743422"
"0","nosmiles","ice water","US0394743424"
"0","nosmiles","ice","US0394743426"
"0","nosmiles","yellow product","US0394743432"
"0","nosmiles","pale yellow solid","US0394743434"
"0","nosmiles","tan crystals","US0394743436"
"0","nosmiles","crude product","US0394743436"
"0","nosmiles","crude product","US0394743439"
"0","nosmiles","crude product","US0394743442"
"0","nosmiles","ice","US0394743444"
"0","nosmiles","amine","US039474591"
"0","nosmiles","Fe(CO)5","US039474581"
"0","nosmiles","stainless steel","US039474581"
"0","nosmiles","N-formyl","US039474582"
"0","nosmiles","amine","US039474582"
"0","nosmiles","anhydride","US039474603"
"0","nosmiles","anhydride","US039474604"
"0","nosmiles","bromohydrin","US039474569"
"0","nosmiles","polyphosphoric acid","US0394745611"
"0","nosmiles","ice","US0394745611"
"0","nosmiles","5-amino-1-(haloalkyl)-3-(1-methyl-5-nitro-2-imidazolyl)pyrazole-4-carbonitrile","US039474673"
"0","nosmiles","hydroxy-alkyl","US039474673"
"0","nosmiles","4-carboxamido","US039474674"
"0","nosmiles","carbonitrile","US039474674"
"0","nosmiles","solution","US039474571"
"0","nosmiles","acid anhydrides","US039474169"
"0","nosmiles","pyrimidine diones","US039474169"
"0","nosmiles","monohydrated glyoxylic acid","US039474691"
"0","nosmiles","acid anhydrides","US039474429"
"0","nosmiles","pyrimidine diones","US039474429"
"0","nosmiles","cuprous bromide","US039474871"
"0","nosmiles","mononitriles","US039474871"
"0","nosmiles","stannic chloride","US039474701"
"0","nosmiles","ice","US039474702"
"0","nosmiles","stannic chloride","US039474708"
"0","nosmiles","ice","US039474709"
"0","nosmiles","stannic chloride","US0394747012"
"0","nosmiles","stannic chloride","US0394747041"
"0","nosmiles","ice water","US0394747041"
"0","nosmiles","solution","US0394747057"
"0","nosmiles","47.2","US039474734"
"0","nosmiles","bis (2-methoxyethoxy) sodium aluminum hydride","US039474737"
"0","nosmiles","suspension","US0394747318"
"0","nosmiles","ice H2O","US0394747318"
"0","nosmiles","ice H2O","US0394747323"
"0","nosmiles","crude product","US0394747327"
"0","nosmiles","ice","US0394747328"
"0","nosmiles","ice H2O","US0394747328"
"0","nosmiles","resultant solution","US0394747331"
"0","nosmiles","Solution 1","US039474962"
"0","nosmiles","diazo","US039475121"
"0","nosmiles","2-methyl","US039474681"
"0","nosmiles","acetic acids","US039474681"
"0","nosmiles","crude product","US039475911"
"0","nosmiles","product","US039475911"
"0","nosmiles","ice","US039475854"
"0","nosmiles","crude acid","US039475827"
"0","nosmiles","tripeptide","US039475751"
"0","nosmiles","TEA","US039475751"
"0","nosmiles","anhydride","US039475751"
"0","nosmiles","anhydride","US039475751"
"0","nosmiles","TEA","US039475751"
"0","nosmiles","ethyl 2-methylbenzoyl acetate","US039474881"
"0","nosmiles","thallous salt","US039474882"
"0","nosmiles","crude product","US039474889"
"0","nosmiles","acetyl","US039474889"
"0","nosmiles","ice water","US0394759314"
"0","nosmiles","phosphate ester","US039487841"
"0","nosmiles","lithium chlorocyanocuprate","US039488031"
"0","nosmiles","lithium dichlorocuprate","US039488032"
"0","nosmiles","alcoholate","US039488161"
"0","nosmiles","ice water","US039488544"
"0","nosmiles","anhydrides","US039488821"
"0","nosmiles","6-O-((S)-α-hydroxy-ω-aminoacyl)-3', 4'-dideoxyneamine","US039488821"
"0","nosmiles","( III )","US039488821"
"0","nosmiles","liquid","US039488872"
"0","nosmiles","aqueous solution","US0394889216"
"0","nosmiles","aqueous solution","US0394889220"
"0","nosmiles","crude product","US039489001"
"0","nosmiles","water-alcohol","US039489001"
"0","nosmiles","ice water","US039489047"
"0","nosmiles","2-[4-(chloromethyl)phenyl[-2-carboxyacetyl]-amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","US0394890411"
"0","nosmiles","7-aminocepahlosporanic acid","US0394890411"
"0","nosmiles","4A","US039489155"
"0","nosmiles","ice","US039489132"
"0","nosmiles","product","US039489133"
"0","nosmiles","ice","US039489136"
"0","nosmiles","solution","US039489138"
"0","nosmiles","solution","US039489139"
"0","nosmiles","ice","US0394891313"
"0","nosmiles","N-hydroxysuccinimidyl aminosulfonylacetate","US039489052"
"0","nosmiles","crystals","US039489251"
"0","nosmiles","alcohol","US039489232"
"0","nosmiles","alcohol","US039489236"
"0","nosmiles","ice water","US039489375"
"0","nosmiles","solution","US039489312"
"0","nosmiles","solution","US039489313"
"0","nosmiles","formula IV","US039489461"
"0","nosmiles","46.9","US039489461"
"0","nosmiles","formula VII","US039489462"
"0","nosmiles","anhydride","US039489493"
"0","nosmiles","red phosphorus","US039489499"
"0","nosmiles","resultant mixture","US039489581"
"0","nosmiles","white crystalline powder","US039489661"
"0","nosmiles","crude residue","US039489703"
"0","nosmiles","crude residue","US039489704"
"0","nosmiles","crude residue","US039489705"
"0","nosmiles","ice water","US039489393"
"0","nosmiles","ethylene ketal","US039489394"
"0","nosmiles","ethylene ketal","US039489395"
"0","nosmiles","ethyl ester","US0394893910"
"0","nosmiles","ice water","US0394893911"
"0","nosmiles","34C","US0394893916"
"0","nosmiles","ice water","US0394893927"
"0","nosmiles","( c )","US039489732"
"0","nosmiles","( b )","US039489733"
"0","nosmiles","( c )","US039489734"
"0","nosmiles","( c )","US039489735"
"0","nosmiles","( c )","US039489736"
"0","nosmiles","( c )","US039489737"
"0","nosmiles","( d )","US039489739"
"0","nosmiles","ice water","US0394897310"
"0","nosmiles","( b )","US0394897311"
"0","nosmiles","stainless steel","US039489951"
"0","nosmiles","complex","US039490001"
"0","nosmiles","RhCl 1,5-cyclooctadiene","US039490001"
"0","nosmiles","diethyl 3-methoxycarbonyl-2-methylprop-2-enyl phosphonate","US039489966"
"0","nosmiles","solution","US039489969"
"0","nosmiles","steel","US0394899613"
"0","nosmiles","tertiary alcohol","US039490031"
"0","nosmiles","xanthydrols","US039490761"
"0","nosmiles","2-halobenzoic acid","US039490761"
"0","nosmiles","cuprous iodide","US039490761"
"0","nosmiles","polyphosphoric acid","US039490761"
"0","nosmiles","liquid","US039490815"
"0","nosmiles","cuprous oxide","US039490843"
"0","nosmiles","resultant mixture","US039490843"
"0","nosmiles","ice","US039490844"
"0","nosmiles","N-protected-α-amino acid","US039489711"
"0","nosmiles","dipeptide","US039489711"
"0","nosmiles","1-methylcyclobutylchloroformate","US039489711"
"0","nosmiles","amine","US039489713"
"0","nosmiles","α","US039489713"
"0","nosmiles","hydroxysuccinimide ester","US039489717"
"0","nosmiles","hydroxysuccinimide ester","US0394897111"
"0","nosmiles","Grignard reagent","US039502368"
"0","nosmiles","desired product","US039503073"
"0","nosmiles","solution","US039503272"
"0","nosmiles","ice","US039503314"
"0","nosmiles","trisodium α-(12-hydroxyethylamino)-β-sulfosuccinate","US039503314"
"0","nosmiles","solution","US039503381"
"0","nosmiles","aqueous solution","US039503432"
"0","nosmiles","FeCl3","US039503552"
"0","nosmiles","ice water","US039503552"
"0","nosmiles","HCl ice","US039503552"
"0","nosmiles","solid","US039503552"
"0","nosmiles","ice water","US039503591"
"0","nosmiles","5-cyclic ethylene acetal","US039503592"
"0","nosmiles","5-cyclic ethylene ketal","US039503592"
"0","nosmiles","NaH2PO4","US039503592"
"0","nosmiles","isopropyl alcohol-ether","US0395033310"
"0","nosmiles","dimethyl-N-cyanoimidodithiocarbonate","US0395033317"
"0","nosmiles","ethyl acetate-petroleum ether","US0395033319"
"0","nosmiles","dimethyl-N-cyanoimidodithiocarbonate","US0395033323"
"0","nosmiles","dimethyl-N-cyanoimidodithiocarbonate","US0395033329"
"0","nosmiles","dimethyl-N-cyanoimidodithiocarbonate","US0395033330"
"0","nosmiles","methyl ester","US0395033337"
"0","nosmiles","ester","US0395033337"
"0","nosmiles","ethyl ester","US0395033342"
"0","nosmiles","ester","US0395033342"
"0","nosmiles","ethyl ester","US0395033343"
"0","nosmiles","dihydrobromide","US0395033359"
"0","nosmiles","methyl ester","US0395033364"
"0","nosmiles","ester","US0395033364"
"0","nosmiles","methyl ester","US0395033372"
"0","nosmiles","ester","US0395033372"
"0","nosmiles","resultant solution","US0395033373"
"0","nosmiles","hydroxymethyl","US0395033390"
"0","nosmiles","gamm-glycidyloxypropyltrimethoxysilane","US039503641"
"0","nosmiles","solution","US039503641"
"0","nosmiles","2-ethylcapronic acid allyl ester","US039503643"
"0","nosmiles","solution","US039503643"
"0","nosmiles","solution","US039503644"
"0","nosmiles","2n","US039503627"
"0","nosmiles","2n","US039503628"
"0","nosmiles","0.461","US039503298"
"0","nosmiles","CrO3","US0395032910"
"0","nosmiles","CrO3","US0395032911"
"0","nosmiles","50","US039503751"
"0","nosmiles","50","US039503752"
"0","nosmiles","ethyl acetate-petroleum ether","US0395035310"
"0","nosmiles","Example 1 ( i )","US0395035311"
"0","nosmiles","dihydrobromide","US0395035312"
"0","nosmiles","methyl ester","US0395035327"
"0","nosmiles","methyl ester","US0395035330"
"0","nosmiles","ester","US0395035330"
"0","nosmiles","ethyl ester","US0395035333"
"0","nosmiles","( a )","US0395035342"
"0","nosmiles","methyl ester","US0395035345"
"0","nosmiles","ester","US0395035345"
"0","nosmiles","ethyl ester","US0395035352"
"0","nosmiles","ester","US0395035352"
"0","nosmiles","resultant solution","US0395035354"
"0","nosmiles","N-(2-Benzimidiazolylmethyl)ethylenediamine","US0395035374"
"0","nosmiles","alcohol","US039503831"
"0","nosmiles","initial product","US039503831"
"0","nosmiles","N2O4","US039503851"
"0","nosmiles","product","US039503851"
"0","nosmiles","carboxylic acids","US039503851"
"0","nosmiles","ice water","US039503781"
"0","nosmiles","ethereal solution","US039503204"
"0","nosmiles","solution","US039503205"
"0","nosmiles","amine","US0395032010"
"0","nosmiles","( D )","US039503911"
"0","nosmiles","10.8","US039503911"
"0","nosmiles","aqueous solution","US039503765"
"0","nosmiles","ketal","US039503891"
"0","nosmiles","solution","US039503891"
"0","nosmiles","β-keto ester","US039503892"
"0","nosmiles","ketal ketone","US039503892"
"0","nosmiles","ice water","US039503808"
"0","nosmiles","hemihydrate","US0395038021"
"0","nosmiles","hydrate","US0395038026"
"0","nosmiles","hydrate","US0395038030"
"0","nosmiles","hydrate","US0395038035"
"0","nosmiles","ice","US039504291"
"0","nosmiles","16g","US039504321"
"0","nosmiles","Compound I","US039504231"
"0","nosmiles","alkaline earth metal borohydrides","US039504231"
"0","nosmiles","108.1g","US039504371"
"0","nosmiles","peracid","US039504371"
"0","nosmiles","ester","US039504372"
"0","nosmiles","peracid","US039504372"
"0","nosmiles","peracid","US039504374"
"0","nosmiles","35B","US039504376"
"0","nosmiles","parta-tert.-butyl phenol","US039504376"
"0","nosmiles","perisobutyric acid","US039504378"
"0","nosmiles","peracid","US0395043711"
"0","nosmiles","35B","US0395043712"
"0","nosmiles","mixture","US0395043715"
"0","nosmiles","compound","US039504251"
"0","nosmiles","potassium tert.butylate","US039504272"
"0","nosmiles","ice water","US039504272"
"0","nosmiles","ice","US039504273"
"0","nosmiles","Grignard reagent","US039504274"
"0","nosmiles","ice","US039504274"
"0","nosmiles","Grignard reagent","US039504275"
"0","nosmiles","ice","US039504275"
"0","nosmiles","ice","US039504276"
"0","nosmiles","potassium tert.-butylate","US0395042714"
"0","nosmiles","ice water","US0395042714"
"0","nosmiles","potassium tert.butylate","US0395042720"
"0","nosmiles","ice water","US0395042720"
"0","nosmiles","ice","US0395042726"
"0","nosmiles","Grignard reagent","US0395042728"
"0","nosmiles","solution","US039505221"
"0","nosmiles","hydrochloric acid ice","US039505221"
"0","nosmiles","aqueous solution","US039505225"
"0","nosmiles","ethyl imidate","US039505301"
"0","nosmiles","110","US039505331"
"0","nosmiles","138","US039505332"
"0","nosmiles","hydrochloride salt","US039505254"
"0","nosmiles","aluminum amalgam","US039505257"
"0","nosmiles","compound","US039505282"
"0","nosmiles","compound","US039505283"
"0","nosmiles","Example 1","US039505286"
"0","nosmiles","Example 1","US039505287"
"0","nosmiles","compound","US0395052814"
"0","nosmiles","compound","US0395052815"
"0","nosmiles","compound","US0395052836"
"0","nosmiles","Example 45","US0395052837"
"0","nosmiles","compound","US0395052838"
"0","nosmiles","compound","US0395052843"
"0","nosmiles","compound","US0395052844"
"0","nosmiles","ice water","US039504071"
"0","nosmiles","2-carbalkoxy","US039504061"
"0","nosmiles","2-carbalkoxy","US039504063"
"0","nosmiles","pale yellow oil","US039504065"
"0","nosmiles","( 12,020 )","US039504068"
"0","nosmiles","mixture","US0395040617"
"0","nosmiles","subject product","US0395040620"
"0","nosmiles","compound","US0395040626"
"0","nosmiles","O-methine hydrogen","US0395040627"
"0","nosmiles","acid chloride","US0395040630"
"0","nosmiles","acetylenic hydrogen","US0395040633"
"0","nosmiles","acetylenic hydrogen","US0395040634"
"0","nosmiles","ether-pet ether","US0395040635"
"0","nosmiles","mercuric chloride","US0395040638"
"0","nosmiles","( R )-configuration","US0395040640"
"0","nosmiles","( S )-configuration","US0395040641"
"0","nosmiles","product","US0395040642"
"0","nosmiles","stainless steel","US039516001"
"0","nosmiles","390g","US039516001"
"0","nosmiles","cupric oxide","US039516001"
"0","nosmiles","140","US039516001"
"0","nosmiles","caustic solution","US039517231"
"0","nosmiles","sulfonic acid","US039518231"
"0","nosmiles","sultones","US039518231"
"0","nosmiles","19.0","US039518461"
"0","nosmiles","ice water","US039518461"
"0","nosmiles","oxides of tin","US039518671"
"0","nosmiles","Ce(NO3)3.6H2O","US039518671"
"0","nosmiles","Ce(NO3)3","US039518671"
"0","nosmiles","aqueous solution","US039518752"
"0","nosmiles","product","US039518762"
"0","nosmiles","keto aldehyde","US039518762"
"0","nosmiles","aldehyde","US039518762"
"0","nosmiles","ice water","US039519502"
"0","nosmiles","H+","US039519461"
"0","nosmiles","H+","US039519464"
"0","nosmiles","fatty acid","US039519451"
"0","nosmiles","ice","US039519611"
"0","nosmiles","ethyl oxalyl chloride","US039519677"
"0","nosmiles","69.5","US039519711"
"0","nosmiles","140","US039519712"
"0","nosmiles","148","US039519712"
"0","nosmiles","23","US039519713"
"0","nosmiles","74","US039519713"
"0","nosmiles","10.6","US039519714"
"0","nosmiles","10","US039519714"
"0","nosmiles","33","US039519716"
"0","nosmiles","23","US039519716"
"0","nosmiles","78","US039519717"
"0","nosmiles","amidine hydrochloride","US039519524"
"0","nosmiles","dimethyl acetal","US039519762"
"0","nosmiles","dimethyl acetal","US039519762"
"0","nosmiles","dimethyl acetal","US039519763"
"0","nosmiles","5-methoxy-1,3,4-thiadizol-2-yl isocyanate","US039519765"
"0","nosmiles","dimethyl acetal","US039519766"
"0","nosmiles","dimethyl acetal","US039519766"
"0","nosmiles","dimethyl acetal","US039519767"
"0","nosmiles","dimethyl acetal","US0395197610"
"0","nosmiles","dimethyl acetal","US0395197610"
"0","nosmiles","dimethyl acetal","US0395197611"
"0","nosmiles","dimethyl acetal","US0395197614"
"0","nosmiles","dimethyl acetal","US0395197614"
"0","nosmiles","dimethyl acetal","US0395197617"
"0","nosmiles","dimethyl acetal","US0395197620"
"0","nosmiles","dimethyl acetal","US0395197620"
"0","nosmiles","dimethyl acetal","US0395197621"
"0","nosmiles","N,N-dimethylcarbamoyloxy-2(1H)-pyrimidinone","US0395197622"
"0","nosmiles","dimethyl acetal","US0395197624"
"0","nosmiles","dimethyl acetal","US0395197624"
"0","nosmiles","dimethyl acetal","US0395197625"
"0","nosmiles","tertrahydro-1-(5-t-butyl-1,3,4-thiadiazol-2-yl)-3-methyl-6-[N-methyl-N-(3,4-dichlorophenyl)carbamoyloxy]","US0395197626"
"0","nosmiles","diethyl acetal","US0395197627"
"0","nosmiles","diethyl acetal","US0395197627"
"0","nosmiles","diethyl acetal","US0395197628"
"0","nosmiles","diethyl acetal","US0395197628"
"0","nosmiles","diethyl acetal","US0395197630"
"0","nosmiles","diethyl acetal","US0395197630"
"0","nosmiles","diethyl acetal","US0395197631"
"0","nosmiles","diethyl acetal","US0395197631"
"0","nosmiles","desired product","US0395197632"
"0","nosmiles","diethyl acetal","US0395197632"
"0","nosmiles","final product","US039519834"
"0","nosmiles","ice water","US039519834"
"0","nosmiles","ester","US039519824"
"0","nosmiles","hydrochloride salt","US039519802"
"0","nosmiles","diethyl meso-α,α'-dibromoadipate","US039519807"
"0","nosmiles","hydrochloride salt","US0395198011"
"0","nosmiles","aqueous solution","US0395198015"
"0","nosmiles","15","US039519892"
"0","nosmiles","solution","US039519892"
"0","nosmiles","20","US039519893"
"0","nosmiles","80","US039519894"
"0","nosmiles","19.9","US039519895"
"0","nosmiles","aqueous solution","US0395198910"
"0","nosmiles","alcohol","US039519881"
"0","nosmiles","alcohol","US039519885"
"0","nosmiles","ethyl acetate petroleum ether","US039519936"
"0","nosmiles","ethyl acetate petroleum ether","US039519938"
"0","nosmiles","ethyl acetate petroleum ether","US0395199310"
"0","nosmiles","ether petroleum ether","US0395199312"
"0","nosmiles","ice water","US039520033"
"0","nosmiles","alcohol","US039519942"
"0","nosmiles","alcohol","US039519946"
"0","nosmiles","ice","US039519995"
"0","nosmiles","( 110.8g )","US039519995"
"0","nosmiles","oxime mono-acetate","US039519997"
"0","nosmiles","14g","US0395199912"
"0","nosmiles","methyl ester","US0395199914"
"0","nosmiles","ice","US0395199914"
"0","nosmiles","ice water","US039520061"
"0","nosmiles","suspension","US0395200141"
"0","nosmiles","benzene petroleum ether","US0395200146"
"0","nosmiles","100","US0395200149"
"0","nosmiles","10.6","US039520133"
"0","nosmiles","11.8","US039520134"
"0","nosmiles","12.5","US039520134"
"0","nosmiles","136.1","US039520138"
"0","nosmiles","95.7","US039520139"
"0","nosmiles","( d )","US0395201310"
"0","nosmiles","66.6","US0395201312"
"0","nosmiles","50","US0395201312"
"0","nosmiles","mixture","US039520163"
"0","nosmiles","macrocycles","US039520153"
"0","nosmiles","alcohols","US039520153"
"0","nosmiles","ice water","US039520171"
"0","nosmiles","ice water","US039520171"
"0","nosmiles","ice water","US039520176"
"0","nosmiles","ice water","US039520176"
"0","nosmiles","ice hydrochloric acid","US0395201220"
"0","nosmiles","ice water","US0395201222"
"0","nosmiles","1g","US0395201224"
"0","nosmiles","-2-acetonitrile","US0395201229"
"0","nosmiles","stannic chloride","US0395201229"
"0","nosmiles","stannic chloride","US0395201231"
"0","nosmiles","resultant suspension","US0395201231"
"0","nosmiles","ice hydrochloric acid","US0395201232"
"0","nosmiles","ice hydrochloric acid","US0395201233"
"0","nosmiles","ice hydrochloric acid","US0395201236"
"0","nosmiles","ice hydrochloric acid","US0395201240"
"0","nosmiles","3-(1-pyrrolodinyl)-2-cyclohexan-1-one","US039520251"
"0","nosmiles","131","US039520241"
"0","nosmiles","146","US039520241"
"0","nosmiles","77","US039520241"
"0","nosmiles","[ 3 ]","US039520243"
"0","nosmiles","5d","US039520244"
"0","nosmiles","[ 3 ]","US039520244"
"0","nosmiles","crude mixture","US039520248"
"0","nosmiles","1c","US039520249"
"0","nosmiles","160","US0395202411"
"0","nosmiles","159","US0395202411"
"0","nosmiles","131","US0395202411"
"0","nosmiles","ketone","US0395202412"
"0","nosmiles","product","US0395202412"
"0","nosmiles","anhydride","US0395202414"
"0","nosmiles","alcohol","US0395202415"
"0","nosmiles","131","US039520261"
"0","nosmiles","146","US039520261"
"0","nosmiles","77","US039520261"
"0","nosmiles","[ 3 ]","US039520263"
"0","nosmiles","[ 3 ]","US039520264"
"0","nosmiles","[ 3 ]","US039520265"
"0","nosmiles","2,5-Diimethyl-3,6-diisobutyl-pyrazine","US039520266"
"0","nosmiles","crude mixture","US039520269"
"0","nosmiles","160","US0395202611"
"0","nosmiles","159","US0395202611"
"0","nosmiles","131","US0395202611"
"0","nosmiles","ketone","US0395202612"
"0","nosmiles","product","US0395202612"
"0","nosmiles","anhydride","US0395202614"
"0","nosmiles","4l","US0395202614"
