"source","target","role"
"ClC1=CC=C2C(=C(N(C2=C1)C)C(=O)OCC)C(C(=O)OCC)=O","US06262045B135","reactant"
"ClCCl","US06262045B135","reactant"
"O","US06262045B135","reactant"
"ClC=1C=CC=2C3=C(N(C2C1)C)C(N(N=C3CO)C3=CC=CC=C3)=O","US06262045B137","reactant"
"CC([O-])(C)C.[K+]","US06262045B138","reactant"
"CC1=CC=C(C=C1)S(=O)(=O)C[N+]#[C-]","US06262045B138","reactant"
"ClC=1C=CC=2C3=C(N(C2C1)C)C(N(N=C3C=O)C3=CC=CC=C3)=O","US06262045B138","reactant"
"CO","US06262045B138","reactant"
"C(C)NCC","US06262045B139","reactant"
"C[Al](C)C","US06262045B139","reactant"
"ClC=1C=CC=2C3=C(N(C2C1)C)C(N(N=C3CC(=O)OC)C3=CC=CC=C3)=O","US06262045B139","reactant"
"O","US06262045B139","reactant"
"C(C)(=O)C=1C2=C(SC1)C=CC(=C2)C","US06262056B12","reactant"
"Cl.COC1=C(C=CC=C1)N1CCNCC1","US06262056B12","reactant"
"Cl","US06262056B12","reactant"
"C=O","US06262056B12","reactant"
"C(C)OC(=O)C1=CC2=C(S1)C=CC(=C2)[N+](=O)[O-]","US06262056B14","reactant"
"[OH-].[K+]","US06262056B14","reactant"
"[N+](=O)([O-])C1=CC2=C(SC=C2)C=C1","US06262056B15","reactant"
"ClC(C(=O)Cl)C","US06262056B15","reactant"
"[Cl-].[Cl-].[Cl-].[Al+3]","US06262056B15","reactant"
"[Cl-].[Cl-].[Cl-].[Al+3]","US06262056B15","reactant"
"ClC(C(=O)Cl)C","US06262056B15","reactant"
"Cl","US06262056B15","reactant"
"Cl.S1C2=C(C(=C1)C(CCN1CCN(CC1)C1=C(C=CC=C1)OC)=O)C=CC=C2","US06262056B16","reactant"
"[BH4-].[Na+]","US06262056B16","reactant"
"O","US06262056B16","reactant"
"[OH-].[Na+]","US06262060B11","reactant"
"C1(CCC2=CC=CC=C12)C(C(=O)[O-])CC(N1CCC2(CCCC2)CC1)=O","US06262060B11","reactant"
"O.C1(=CC=C(C=C1)S(=O)(=O)O)C","US06262060B12","reactant"
"C(C)(S)S","US06262060B12","reactant"
"C(C1=CC=CC=C1)N1CCC(CC1)=O","US06262060B12","reactant"
"ClC(=O)OC(C)Cl","US06262060B13","reactant"
"C1(=CC=CC=C1)CN1CCC2(SCCS2)CC1","US06262060B13","reactant"
"[OH-].[Na+]","US06262060B13","reactant"
"C(CC)N","US06262058B11","reactant"
"N(=C=S)C1=C(SC=C1)C(=O)OC","US06262058B11","reactant"
"[H-].[Na+]","US06262058B12","reactant"
"C(CC)N1C(NC2=C(C1=O)SC=C2)=S","US06262058B12","reactant"
"CI","US06262058B12","reactant"
"CSC=1N(C(C2=C(N1)C=CS2)=O)CCC","US06262058B13","reactant"
"C(C)(C)[N-]C(C)C.[Li+]","US06262058B13","reactant"
"BrN1C(CCC1=O)=O","US06262058B13","reactant"
"[Na]","US06262058B14","reactant"
"CSC=1N(C(C2=C(N1)C=CS2)=O)CCC","US06262058B14","reactant"
"C(CC)OC=1N(C(C2=C(N1)C=CS2)=O)CCC","US06262058B15","reactant"
"ClN1C(CCC1=O)=O","US06262058B15","reactant"
"NC=1SC=CC1C(=O)OC","US06262058B16","reactant"
"C(Cl)(Cl)Cl","US06262058B16","reactant"
"C(=S)(Cl)Cl","US06262058B16","reactant"
"C([O-])(O)=O.[Na+]","US06262058B16","reactant"
"C(CC)N","US06262058B17","reactant"
"N(=C=S)C=1SC=CC1C(=O)OC","US06262058B17","reactant"
"N(=C=S)CCC","US06262058B18","reactant"
"CN(C=O)C","US06262058B18","reactant"
"NC=1SC=CC1C(=O)OC","US06262058B18","reactant"
"[H-].[Na+]","US06262058B19","reactant"
"C(CCC)NC(NC=1SC=CC1C(=O)OC)=S","US06262058B19","reactant"
"[H-].[Na+]","US06262058B110","reactant"
"C(CC)NC(NC=1SC=CC1C(=O)OC)=S","US06262058B110","reactant"
"CI","US06262058B110","reactant"
"[Na]","US06262058B111","reactant"
"CSC=1N(C(C2=C(N1)SC=C2)=O)CCC","US06262058B111","reactant"
"C(CC)OC=1N(C(C2=C(N1)SC=C2)=O)CCC","US06262058B112","reactant"
"ClN1C(CCC1=O)=O","US06262058B112","reactant"
"C(C1=CC=CC=C1)(=O)N1CCC(CC1)=O","US06262044B11","reactant"
"C(#N)CC(=O)OCC","US06262044B11","reactant"
"C(C)(=O)[O-].[NH4+]","US06262044B11","reactant"
"C(C)(=O)O","US06262044B11","reactant"
"C(C(=O)Cl)(=O)Cl","US06262044B12","reactant"
"[K+].[K+].N1N=NN=C1C(=O)[O-].N1N=NN=C1C(=O)[O-]","US06262044B12","reactant"
"C(C)(C)(C)OC(=O)C1=C(SC=2COCCC21)N","US06262044B12","reactant"
"Cl","US06262044B12","reactant"
"C(C)OC(=O)C1=C(SC=2COCCC21)N","US06262044B13","reactant"
"C(=O)N","US06262044B13","reactant"
"C(C)(C)(C)OC(=O)C1=C(SC=2COC(CC21)CN2C(C1=CC=CC=C1C2=O)=O)N","US06262044B14","reactant"
"NN","US06262044B14","reactant"
"C(C)(=O)O","US06262044B15","reactant"
"C(C)(C)(C)OC(=O)C1=C(SC=2COC(CC21)CN)N","US06262044B15","reactant"
"OCC1OCCC(C1)=O","US06262044B16","reactant"
"N1=CC=CC=C1","US06262044B16","reactant"
"[N+](=O)([O-])C1=CC=C(C=C1)S(=O)(=O)Cl","US06262044B16","reactant"
"O=C1CC(OCC1)COS(=O)(=O)C1=CC=C(C=C1)[N+](=O)[O-]","US06262044B17","reactant"
"C(CO)O","US06262044B17","reactant"
"C1(=CC=C(C=C1)S(=O)(=O)O)C","US06262044B17","reactant"
"ClC=1C=C2C(N(C(C2=CC1Cl)=O)CC1CC2(OCCO2)CCO1)=O","US06262044B18","reactant"
"Cl","US06262044B18","reactant"
"C(C)OC(CN1C(C=2C(C1=O)=CC=CC2)=O)OCC","US06262044B110","reactant"
"O=C1CC(OC=C1)CN1C(C2=CC=CC=C2C1=O)=O","US06262044B112","reactant"
"[H][H]","US06262044B112","reactant"
"C(C)(C)(C)OC(=O)C1=C(SC=2C(OCCC21)CN2C(C1=CC=CC=C1C2=O)=O)N","US06262044B113","reactant"
"O.NN","US06262044B113","reactant"
"C(C)(C)(C)OC(=O)C1=C(SC=2COC(CC21)CN2C(C1=CC=CC=C1C2=O)=O)N","US06262044B115","reactant"
"C([O-])(O)=O.[Na+]","US06262044B115","reactant"
"ClC(=O)OCC1C2=CC=CC=C2C=2C=CC=CC12","US06262044B115","reactant"
"CS(=O)(=O)OC(C(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(C=C1)OC)C","US06262052B12","reactant"
"[OH-].[K+]","US06262052B12","reactant"
"FC1=C(C=CC(=C1)F)C1(OCC(O1)COC1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(C=C1)N1C=NN(C1=O)C1=C(C[C@H](NC(CC)C)C(=O)O)C=CC=C1)CN1N=CN=C1","US06262052B13","reactant"
"C(\C=C/C(=O)O)(=O)O","US06262052B13","reactant"
"COC=1C=CC=C2C=CC(=NC12)C(F)(F)F","US06262070B11","reactant"
"O","US06262070B11","reactant"
"[OH-].[Na+]","US06262070B11","reactant"
"FC(C1=NC2=C(C=CC=C2C=C1)O)(F)F","US06262070B12","reactant"
"[Si](C)(C)(C(C)(C)C)Cl","US06262070B12","reactant"
"C(C)N(CC)CC","US06262070B12","reactant"
"[Si](C)(C)(C(C)(C)C)OC=1C=CC=C2C=CC(=NC12)C(F)(F)F","US06262070B13","reactant"
"BrN1C(CCC1=O)=O","US06262070B13","reactant"
"BrC1=C2C=CC(=NC2=C(C=C1)O[Si](C)(C)C(C)(C)C)C(F)(F)F","US06262070B14","reactant"
"Cl","US06262070B14","reactant"
"O","US06262070B14","reactant"
"BrC1=C2C=CC(=NC2=C(C=C1)OC(F)F)C(F)(F)F","US06262070B15","reactant"
"C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1","US06262070B15","reactant"
"[OH-].[Na+]","US06262070B15","reactant"
"O","US06262070B15","reactant"
"O1CCCC1","US06262070B15","reactant"
"FC(OC=1C=CC=C2C(=CC(=NC12)C(F)(F)F)C(=O)O)F","US06262070B16","reactant"
"C(C(=O)Cl)(=O)Cl","US06262070B16","reactant"
"C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC=CC=C2)C(=O)O","US06262069B11","reactant"
"CN1CCOCC1","US06262069B11","reactant"
"ClC(=O)OCC(C)C","US06262069B11","reactant"
"N1CCC(CC1)C1CCN(CC1)C(=O)OC(C)(C)C","US06262069B11","reactant"
"C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC=CC=C2)C(=O)O.C(=O)(OC(C)(C)C)N1CCC(CC1)C1CCN(CC1)C(=O)N","US06262069B12","reactant"
"C(#N)[BH3-].[Na+]","US06262069B12","reactant"
"N","US06262069B12","reactant"
"C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC=CC=C2)C(=O)O.CN1CCC(CC1)C1CCN(CC1)C(=O)N","US06262069B13","reactant"
"[H][H]","US06262069B13","reactant"
"C12C(CCC1)O2","US06262069B14","reactant"
"O","US06262069B14","reactant"
"[N-]=[N+]=[N-].[Na+]","US06262069B14","reactant"
"[Cl-].[NH4+]","US06262069B14","reactant"
"N(=[N+]=[N-])[C@H]1[C@@H](CCC1)O","US06262069B15","reactant"
"[H-].[Na+]","US06262069B15","reactant"
"FC1=CC=C(C=C1)[N+](=O)[O-]","US06262069B15","reactant"
"C1=CC2=C(N=C1)N(N=N2)O","US06262069B19","reactant"
"CCN(C(C)C)C(C)C","US06262069B19","reactant"
"CC(C)(C)OC(=O)N[C@H](C1=CC=CC=C1)C(=O)O","US06262069B19","reactant"
"NN","US06262069B19","reactant"
"OC(=O)C(F)(F)F.NC1=NC=CC2=CC=C(C=C12)C(=O)O","US06262069B111","reactant"
"S(=O)(Cl)Cl","US06262069B111","reactant"
"NC1=NC=CC2=CC=C(C=C12)CO","US06262069B112","reactant"
"P(Br)(Br)Br","US06262069B112","reactant"
"N([C@@H](CCCNC(NS(=O)(=O)C1=CC=C(C)C=C1)=N)C(=O)O)C(=O)OC(C)(C)C","US06262047B11","reactant"
"CCN(C(C)C)C(C)C","US06262047B11","reactant"
"F[P-](F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C","US06262047B11","reactant"
"S1C=NC=C1","US06262047B12","reactant"
"[Li]CCCC","US06262047B12","reactant"
"N([C@@H](CCCNC(NS(=O)(=O)C1=CC=C(C)C=C1)=N)C(=O)N(C)OC)C(=O)OC(C)(C)C","US06262047B12","reactant"
"[Li]C=1SC=CN1","US06262047B12","reactant"
"Cl","US06262047B12","reactant"
"C1CCOC1","US06262047B12","reactant"
"C1CCOC1","US06262047B12","reactant"
"ClC1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)C#N","US06262059B11","reactant"
"N1CCOCC1","US06262059B11","reactant"
"C(C)(C)O","US06262059B11","reactant"
"ClC1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)C#N","US06262059B12","reactant"
"OC1CCNCC1","US06262059B12","reactant"
"CN(C=O)C","US06262059B12","reactant"
"O","US06262059B12","reactant"
"N1C=NC=C1","US06262059B13","reactant"
"[H-].[Na+]","US06262059B13","reactant"
"ClC1=NC=2C=CC(CC2C(=N1)NCC1=CC2=C(C=C1)OCO2)(Cl)Cl","US06262059B13","reactant"
"O","US06262059B13","reactant"
"ClC1=NC2=C(C(=C(C=C2C(=N1)OC)OC)OC)OC","US06262059B14","reactant"
"C(C1=CC=2OCOC2C=C1)N","US06262059B14","reactant"
"C([O-])([O-])=O.[Na+].[Na+]","US06262059B14","reactant"
"ClC1=NC2=C(C(=C(C=C2C(=N1)Cl)OC)OC)OC","US06262059B15","reactant"
"[H-].[Na+]","US06262059B15","reactant"
"CO","US06262059B15","reactant"
"ClC1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)Cl","US06262059B16","reactant"
"N","US06262059B16","reactant"
"CN=C=O","US06262059B17","reactant"
"NC1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)Cl","US06262059B17","reactant"
"N1CCC(C(=O)OC)CC1","US06262059B18","reactant"
"C(C)N(CC)CC","US06262059B18","reactant"
"ClC1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)Cl","US06262059B18","reactant"
"C(C)OC(=O)C1CCN(CC1)C1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)Cl","US06262059B19","reactant"
"C(C)O.Cl.C(C)O","US06262059B19","reactant"
"N1CCC(C(=O)OCC)CC1","US06262059B110","reactant"
"C(C)N(CC)CC","US06262059B110","reactant"
"ClC1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)C#N","US06262059B110","reactant"
"N1CCC(C(=O)OCC)CC1","US06262059B111","reactant"
"C(C)N(CC)CC","US06262059B111","reactant"
"ClC1=NC2=CC=C(C=C2C(=N1)NCC1=CC(=C(C=C1)OC)Cl)C#N","US06262059B111","reactant"
"Cl.CNCCCC(=O)OCC","US06262059B112","reactant"
"C(C)N(CC)CC","US06262059B112","reactant"
"CC(C)O","US06262059B112","reactant"
"ClC1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)C#N","US06262059B112","reactant"
"C(=O)(O)C1CCN(CC1)C1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)Cl","US06262059B114","reactant"
"CS(=O)(=O)O","US06262059B114","reactant"
"ClC1=NC2=CC=C(C=C2C(=C1)NCC1=CC2=C(C=C1)OCO2)Cl","US06262059B118","reactant"
"N1CCC(C(=O)OCC)CC1","US06262059B118","reactant"
"CN1C(CCC1)=O","US06262059B118","reactant"
"ClC1=NC2=CC=C(C=C2C(=C1)NCC1=CC(=C(C=C1)OC)Cl)C#N","US06262059B119","reactant"
"N1CCC(C(=O)O)CC1","US06262059B119","reactant"
"CN1C(CCC1)=O","US06262059B119","reactant"
"C(C)N(CC)CC","US06262059B120","reactant"
"N1CCC(C(=O)OCC)CC1","US06262059B120","reactant"
"ClC=1N=CC2=C(N1)N(CC=C2)NCC2=CC1=C(C=C2)OCO1","US06262059B120","reactant"
"O","US06262059B120","reactant"
"[OH-].[Na+]","US06262059B121","reactant"
"C(C)OC(=O)C1CCN(CC1)C=1N=CC2=C(N1)N(CC=C2)NCC2=CC1=C(C=C2)OCO1","US06262059B121","reactant"
"Cl","US06262059B121","reactant"
"O","US06262059B121","reactant"
"S(=O)(Cl)Cl","US06262059B122","reactant"
"C(N)(=O)C1CCN(CC1)C1=NC2=CC=C(C=C2C(=N1)NCC1=CC2=C(C=C1)OCO2)Cl","US06262059B122","reactant"
"C(C)OC(=O)NC1=C(N=NS1)C(=O)OCC","US06262059B125","reactant"
"Cl","US06262059B125","reactant"
"S1N=NC(=C1)C(=O)Cl","US06262059B126","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B126","reactant"
"[OH-].[K+]","US06262059B127","reactant"
"S1N=NC=C1C(=O)OCC","US06262059B127","reactant"
"S1N=NC=C1C(=O)Cl","US06262059B128","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B128","reactant"
"CC1=C(N=NS1)C(=O)OCC","US06262059B129","reactant"
"C(C(=O)Cl)(=O)Cl","US06262059B129","reactant"
"C(C)(C)SC1=NN=C(O1)C(=O)Cl","US06262059B130","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B130","reactant"
"C(CC)SC1=NN=C(O1)C(=O)Cl","US06262059B131","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B131","reactant"
"C(CCC)SC1=NN=C(O1)C(=O)Cl","US06262059B132","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B132","reactant"
"O1N=CC=C1C(=O)Cl","US06262059B133","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B133","reactant"
"O1N=C(C=C1)C(=O)Cl","US06262059B134","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B134","reactant"
"O1N=CC(=C1)C(=O)Cl","US06262059B135","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B135","reactant"
"CC1=CC(=NO1)C(=O)Cl","US06262059B136","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B136","reactant"
"CC1=NOC(=C1)C(=O)Cl","US06262059B137","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B137","reactant"
"O1C=NC(=C1)C(=O)Cl","US06262059B138","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B138","reactant"
"CC=1OC=C(N1)C(=O)Cl","US06262059B139","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B139","reactant"
"CC=1N=COC1C(=O)Cl","US06262059B140","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B140","reactant"
"S1N=CC(=C1)C(=O)Cl","US06262059B141","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B141","reactant"
"S1C(=NC=C1)C(=O)Cl","US06262059B142","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B142","reactant"
"S1C=NC(=C1)C(=O)Cl","US06262059B143","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B143","reactant"
"CC=1SC=C(N1)C(=O)Cl","US06262059B144","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B144","reactant"
"S1C=NC=C1C(=O)Cl","US06262059B145","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B145","reactant"
"CC=1SC(=CN1)C(=O)Cl","US06262059B146","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B146","reactant"
"CC=1N=CSC1C(=O)Cl","US06262059B147","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B147","reactant"
"C1(CCCC1)C(=O)Cl","US06262059B148","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCNCC1","US06262059B148","reactant"
"N","US06262059B149","reactant"
"ClC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1CCCC1","US06262059B149","reactant"
"NC1=NC(=NC2=CC(=C(C=C12)OC)OC)SC","US06262059B150","reactant"
"C1(CCCC1)C(=O)N1CCNCC1","US06262059B150","reactant"
"C1(CC1)C(=O)N1CCNCC1","US06262059B152","reactant"
"ClC1=NC2=CC(=C(C=C2C(=N1)N)OC)OC","US06262059B152","reactant"
"C1(CCCCC1)C(=O)N1CCNCC1","US06262059B153","reactant"
"ClC1=NC2=CC(=C(C=C2C(=N1)N)OC)OC","US06262059B153","reactant"
"C1(=CCCC1)C(=O)N1CCNCC1","US06262059B154","reactant"
"ClC1=NC2=CC(=C(C=C2C(=N1)N)OC)OC","US06262059B154","reactant"
"C1(CC=CC1)C(=O)N1CCNCC1","US06262059B155","reactant"
"ClC1=NC2=CC(=C(C=C2C(=N1)N)OC)OC","US06262059B155","reactant"
"C1(CCC1)C(=O)N1CCNCC1","US06262059B156","reactant"
"ClC1=NC2=CC(=C(C=C2C(=N1)N)OC)OC","US06262059B156","reactant"
"C1(CCCCCC1)C(=O)N1CCNCC1","US06262059B157","reactant"
"ClC1=NC2=CC(=C(C=C2C(=N1)N)OC)OC","US06262059B157","reactant"
"C1(CCCC1)C(=O)N1CCNCC1","US06262059B158","reactant"
"ClC1=NC2=CC(=C(C=C2C(=N1)NN)OC)OC","US06262059B158","reactant"
"COC=1C=C2CCNC(C2=CC1)=O","US06262068B11","reactant"
"C[Si]([N-][Si](C)(C)C)(C)C.[K+]","US06262068B11","reactant"
"BrCC(=O)OCC","US06262068B11","reactant"
"Cl.COC=1C=C2CCN(C(C2=CC1)=O)CCN1CCC(CC1)C1=CC=CC=C1","US06262068B12","reactant"
"B(Br)(Br)Br","US06262068B12","reactant"
"COC=1C=C2CCCC(C2=CC1)=O","US06262068B13","reactant"
"C=O","US06262068B13","reactant"
"FC(C(=O)[O-])(F)F.C[NH2+]C1=CC=CC=C1","US06262068B13","reactant"
"CCOCC","US06262068B13","reactant"
"OC=1C=C2CCNC(C2=CC1)C(=O)O","US06262068B14","reactant"
"C(C)(=O)Cl","US06262068B14","reactant"
"C(C1=CC=CC=C1)(C1=CC=CC=C1)N","US06262075B11","reactant"
"C(Cl)C1CO1","US06262075B11","reactant"
"C1(=CC=CC=C1)C(N1CC(C1)O)C1=CC=CC=C1","US06262075B12","reactant"
"C(C)N(CC)CC","US06262075B12","reactant"
"CS(=O)(=O)Cl","US06262075B12","reactant"
"O","US06262075B12","reactant"
"ClC=1C=C(C=CC1Cl)CC#N","US06262075B13","reactant"
"[OH-].[Na+]","US06262075B13","reactant"
"C(C=C)Br","US06262075B13","reactant"
"C1(CC1)CCO","US06262075B14","reactant"
"C(C)N(CC)CC","US06262075B14","reactant"
"CS(=O)(=O)Cl","US06262075B14","reactant"
"O","US06262075B14","reactant"
"BrC1=CC(=C(C(=C1)C)O)C","US06262078B11","reactant"
"[N+](=O)([O-])C=1C=C(C=CC1)B(O)O","US06262078B11","reactant"
"C([O-])([O-])=O.[Na+].[Na+]","US06262078B11","reactant"
"O(S(=O)(=O)C(F)(F)F)CC(F)(F)F","US06262078B12","reactant"
"C([O-])([O-])=O.[K+].[K+]","US06262078B12","reactant"
"C(C)(=O)OC1=C(C=C(C=C1C)O)C","US06262078B12","reactant"
"C(C)(=O)OC1=C(C=C(C=C1C)OCC(F)(F)F)C","US06262078B13","reactant"
"[Na]","US06262078B13","reactant"
"OC[C@H]1CN(CCC1)C","US06262078B14","reactant"
"S(=O)(=O)(C1=CC=C(C)C=C1)Cl","US06262078B14","reactant"
"N1CC(CCC1)C(=O)OCC","US06262078B15","reactant"
"C([C@@H](O)[C@H](O)C(=O)O)(=O)O","US06262078B15","reactant"
"FC(C(=O)O)(F)F","US06262078B17","reactant"
"C(C)(C)(C)OC(=O)N1C[C@H](CCC1)COC1=C(C=C(C=C1C)Br)C","US06262078B17","reactant"
"OCC1CN(CCC1)C","US06262078B19","reactant"
"C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1","US06262078B19","reactant"
"BrC1=CC(=C(C(=C1)C)O)C","US06262078B19","reactant"
"N(=NC(=O)OCC)C(=O)OCC","US06262078B19","reactant"
"BrC1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","US06262078B110","reactant"
"Cl","US06262078B110","reactant"
"S(=O)(=O)(C1=CC=C(C)C=C1)OC[C@H]1CN(CCC1)C","US06262078B111","reactant"
"BrC1=CC(=C(C(=C1)C)O)C","US06262078B111","reactant"
"C([O-])([O-])=O.[Cs+].[Cs+]","US06262078B111","reactant"
"C(=O)O","US06262078B112","reactant"
"C=O","US06262078B112","reactant"
"BrC1=CC(=C(OC[C@@H]2CNCCC2)C(=C1)C)C","US06262078B112","reactant"
"[H-].[Al+3].[Li+].[H-].[H-].[H-]","US06262078B114","reactant"
"C(C)(C)(C)OC(=O)N1C[C@H](CCC1)COC1=C(C=CC=C1C)C","US06262078B114","reactant"
"C1(CC1)CN1C[C@H](CCC1)COC1=C(C=CC=C1C)C","US06262078B117","reactant"
"Cl","US06262078B117","reactant"
"[Si](C)(C)(C(C)(C)C)OC1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","US06262078B119","reactant"
"C(C)(=O)O","US06262078B119","reactant"
"[F-].C(CCC)[N+](CCCC)(CCCC)CCCC","US06262078B119","reactant"
"BrC1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","US06262078B120","reactant"
"COC=1C=C(C=CC1)B(O)O","US06262078B120","reactant"
"C([O-])([O-])=O.[Na+].[Na+]","US06262078B120","reactant"
"CC1=C(OCC2CN(CCC2)C)C(=CC(=C1)C1=CC(=CC=C1)[N+](=O)[O-])C","US06262078B121","reactant"
"C(C)O","US06262078B121","reactant"
"[H][H]","US06262078B121","reactant"
"NC=1C=C(C=CC1)C1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","US06262078B122","reactant"
"N1=CC=CC=C1","US06262078B122","reactant"
"C(C)(=O)OC(C)=O","US06262078B122","reactant"
"Cl.BrC1=CC(=C(OC[C@@H]2CN(CCC2)C)C(=C1)C)C","US06262078B123","reactant"
"CCOCC","US06262078B123","reactant"
"[OH-].[Na+]","US06262078B123","reactant"
"ClC1=CC(=CC=C1)C(=O)OO","US06262078B123","reactant"
"OC1OC=C([C@@H]2[C@H]1C(=CC2)CO)C(=O)OC","US06262083B11","reactant"
"Cl.C(C1=CN=CC=C1)(=O)O","US06262083B12","reactant"
"C(Cl)Cl","US06262083B12","reactant"
"C(C(=O)Cl)(=O)Cl","US06262083B12","reactant"
"[N-]=[N+]=[N-].[Na+]","US06262083B12","reactant"
"COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O","US06262083B13","reactant"
"FB(F)F.C(C)OCC","US06262083B13","reactant"
"C([O-])(O)=O.[Na+]","US06262083B13","reactant"
"OC1C(=O)OCC1","US06262073B12","reactant"
"C[Si](C)(C)Cl","US06262073B12","reactant"
"C(C)N(CC)CC","US06262073B12","reactant"
"O","US06262073B12","reactant"
"C(C1=CC=CC=C1)OC=1C(OC(C1O)CCO)=O","US06262073B13","reactant"
"C(C)(C)N(CC)C(C)C","US06262073B13","reactant"
"C(C1=CC=CC=C1)Br","US06262073B13","reactant"
"Cl","US06262073B13","reactant"
"C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3","US06262073B14","reactant"
"N1C=NC=C1","US06262073B14","reactant"
"II","US06262073B14","reactant"
"C(C1=CC=CC=C1)OC=1C(OC(C1O)CCO)=O","US06262073B14","reactant"
"C(C1=CC=CC=C1)OC=1C(OC(C1O)CCI)=O","US06262073B15","reactant"
"C(C)(=O)OC(C)=O","US06262073B15","reactant"
"N1=CC=CC=C1","US06262073B15","reactant"
"B(Cl)(Cl)Cl","US06262073B15","reactant"
"OC1=C(C(OC1(C1=CC=CC=C1)C)=O)OCC1=CC=CC=C1","US06262073B17","reactant"
"C[Mg]I","US06262073B18","reactant"
"C1(=CC=CC=C1)C1=CC=C(C(=O)C(=O)OCC)C=C1","US06262073B18","reactant"
"OC=1C(OC(C1O)(C1=CC=CC=C1)C)=O","US06262073B18","reactant"
"C1(=CC=C(C=C1)C1(C(=C(C(O1)=O)OCC1=CC=CC=C1)O)C)C1=CC=CC=C1","US06262073B19","reactant"
"OC=1C(OC(C1O)(C1=CC=CC=C1)C)=O","US06262073B19","reactant"
"OC1=C(C(OC1(C1=CC=C(C=C1)CC(C)C)C)=O)OCC1=CC=CC=C1","US06262073B110","reactant"
"OC=1C(OC(C1O)(C1=CC=CC=C1)C)=O","US06262073B110","reactant"
"C[Mg]I","US06262073B111","reactant"
"ClC1=CC=C(C(=O)C(=O)OCC)C=C1","US06262073B111","reactant"
"OC=1C(OC(C1O)(C1=CC=CC=C1)C)=O","US06262073B111","reactant"
