"source","target","role"
"US06262059B140","Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1=C(N=CO1)C","product"
"US06262059B141","Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C=1C=NSC1","product"
"US06262059B142","Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C=1SC=CN1","product"
"US06262059B143","Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C=1N=CSC1","product"
"US06262059B144","Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C=1N=C(SC1)C","product"
"US06262059B145","Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1=CN=CS1","product"
"US06262059B146","Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1=CN=C(S1)C","product"
"US06262059B147","Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1=C(N=CS1)C","product"
"US06262059B148","NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1CCCC1","product"
"US06262059B149","NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1CCCC1","product"
"US06262059B150","NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1CCCC1","product"
"US06262059B152","NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1CC1","product"
"US06262059B153","COC=1C=C2C=NC=NC2=CC1OC","product"
"US06262059B154","NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1=CCCC1","product"
"US06262059B155","COC=1C=C2C=NC=NC2=CC1OC","product"
"US06262059B156","O.Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1CCC1","product"
"US06262059B157","Cl.NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1CCCCCC1","product"
"US06262059B158","Cl.N(N)C1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C1CCCC1","product"
"US06262068B11","C(C)OC(CN1CC2=CC=C(C=C2CC1)OC)=O","product"
"US06262068B12","OC=1C=C2CCNC(C2=CC1)=O","product"
"US06262068B13","COC=1C=C2CCC(C(C2=CC1)=O)=C","product"
"US06262068B14","COC(=O)C1NCCC2=CC(=CC=C12)O","product"
"US06262075B11","C1(=CC=CC=C1)C(N1CC(C1)O)C1=CC=CC=C1","product"
"US06262075B12","C1(=CC=CC=C1)C(N1CC(C1)OS(=O)(=O)C)C1=CC=CC=C1","product"
"US06262075B13","ClC=1C=C(C=CC1Cl)C(C#N)CC=C","product"
"US06262075B14","CS(=O)(=O)OCCC1CC1","product"
"US06262078B11","[N+](=O)([O-])C=1C=C(C=CC1)C1=CC(=C(C(=C1)C)O)C","product"
"US06262078B12","C(C)(=O)OC1=C(C=C(C=C1C)OCC(F)(F)F)C","product"
"US06262078B13","CC1=C(C(=CC(=C1)OCC(F)(F)F)C)O","product"
"US06262078B14","S(=O)(=O)(C1=CC=C(C)C=C1)OC[C@H]1CN(CCC1)C","product"
"US06262078B15","C(=O)(O)[C@@H](O)[C@H](O)C(=O)O.N1C[C@H](CCC1)C(=O)OCC","product"
"US06262078B17","BrC1=CC(=C(OC[C@@H]2CNCCC2)C(=C1)C)C","product"
"US06262078B19","BrC1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","product"
"US06262078B110","Cl.BrC1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","product"
"US06262078B111","BrC1=CC(=C(OC[C@H]2CN(CCC2)C)C(=C1)C)C","product"
"US06262078B112","BrC1=CC(=C(OC[C@@H]2CN(CCC2)C)C(=C1)C)C","product"
"US06262078B114","CC1=C(OC[C@@H]2CN(CCC2)C)C(=CC=C1)C","product"
"US06262078B117","Cl.C1(CC1)CN1C[C@H](CCC1)COC1=C(C=CC=C1C)C","product"
"US06262078B119","OC1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","product"
"US06262078B120","COC=1C=C(C=CC1)C1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","product"
"US06262078B121","NC=1C=C(C=CC1)C1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","product"
"US06262078B122","C(C)(=O)NC=1C=C(C=CC1)C1=CC(=C(OCC2CN(CCC2)C)C(=C1)C)C","product"
"US06262078B123","BrC1=CC(=C(OCC2C[N@@+](CCC2)(C)[O-])C(=C1)C)C","product"
"US06262083B11","C(=O)C1=CC[C@H]2[C@@H]1C(OC=C2C(=O)OC)O","product"
"US06262083B12","N1=CC(=CC=C1)N=C=O","product"
"US06262083B13","OCC1=CC[C@@H]2C(=COC([C@H]12)OC)C(=O)OC","product"
"US06262073B12","C[Si](OC1C(=O)OCC1)(C)C","product"
"US06262073B13","C(C1=CC=CC=C1)OC=1C(OC(C1OCC1=CC=CC=C1)CCO)=O","product"
"US06262073B14","C(C1=CC=CC=C1)OC=1C(OC(C1O)CCI)=O","product"
"US06262073B15","OC=1C(OC(C1O)CCI)=O","product"
"US06262073B17","OC=1C(OC(C1O)(C1=CC=CC=C1)C)=O","product"
"US06262073B18","C1(=CC=C(C=C1)C1(C(=C(C(O1)=O)OCC1=CC=CC=C1)O)C)C1=CC=CC=C1","product"
"US06262073B19","C1(=CC=C(C=C1)C1(C(=C(C(O1)=O)O)O)C)C1=CC=CC=C1","product"
"US06262073B110","OC=1C(OC(C1O)(C1=CC=C(C=C1)CC(C)C)C)=O","product"
"US06262073B111","ClC1=CC=C(C=C1)C1(C(=C(C(O1)=O)OCC1=CC=CC=C1)O)C","product"
"US06262073B112","ClC1=CC=C(C=C1)C1(C(=C(C(O1)=O)O)O)C","product"
"US06262073B113","C1(=CC=C(C=C1)C1(C(=C(C(O1)=O)OCC1=CC=CC=C1)O)CCC)C1=CC=CC=C1","product"
"US06262073B114","C1(=CC=C(C=C1)C1(C(=C(C(O1)=O)O)O)CCC)C1=CC=CC=C1","product"
"US06262073B115","C1(=CC=C(C=C1)C1(C(=C(C(O1)=O)O)O)CC(C)C)C1=CC=CC=C1","product"
"US06262073B116","C1(=CC=C(C=C1)C1(C(=C(C(O1)=O)OCC1=CC=CC=C1)O)C1=CC=CC=C1)C1=CC=CC=C1","product"
"US06262073B117","C1(=CC=C(C=C1)C1(C(=C(C(O1)=O)O)O)C1=CC=CC=C1)C1=CC=CC=C1","product"
"US06262073B118","C1(=CC=CC=C1)C1(C(=C(C(O1)=O)OCC1=CC=CC=C1)O)C1=CC=CC=C1","product"
"US06262073B119","OC=1C(OC(C1O)(C1=CC=CC=C1)C1=CC=CC=C1)=O","product"
"US06262073B120","OC1=C(C(OC1(CCC)C1=CC=C(C=C1)CC(C)C)=O)OCC1=CC=CC=C1","product"
"US06262073B121","OC=1C(OC(C1O)(CCC)C1=CC=C(C=C1)CC(C)C)=O","product"
"US06262073B122","OC1=C(C(OC1(C1=CC=CC=C1)C1=CC=C(C=C1)CC(C)C)=O)OCC1=CC=CC=C1","product"
"US06262073B125","C1(=CC=C(C=C1)C(C(=O)O)(C)O)C1=CC=CC=C1","product"
"US06262073B126","C1(=CC=C(C=C1)[C@](C(=O)OC)(C)OC(COCC1=CC=CC=C1)=O)C1=CC=CC=C1","product"
"US06262073B128","OC=1C(O[C@@](C1O)(C1=CC=C(C=C1)CC(C)C)C)=O","product"
"US06262073B129","OC=1C(O[C@](C1O)(C1=CC=C(C=C1)CC(C)C)C)=O","product"
"US06262073B133","OC=1C(OC(C1O)CCC#CC1=CC2=CC=CC=C2C=C1)=O","product"
"US06262073B134","OC=1C(OC(C1O)CCCCC1=CC=CC=C1)=O","product"
"US06262074B11","BrC=1C=CC(=C2C=CC=NC12)C(=O)C=1C=NN(C1O)CC","product"
"US06262074B12","OC1=C(C=NN1C)C(=O)C1=C2C=CC=NC2=C(C=C1)C","product"
"US06262074B13","ClC=1C=CC(=C2C=CC=NC12)C(=O)C=1C=NN(C1OS(=O)(=O)C1=CC=C(C=C1)Cl)CC","product"
"US06262074B14","[N+](=O)([O-])C=1C=C(C(=O)O)C=CC1SC","product"
"US06262074B15","NC=1C=C(C(=O)O)C=CC1S(=O)(=O)C","product"
"US06262074B16","CS(=O)(=O)C1=CC=C(C=2C=CC=NC12)C(=O)O","product"
"US06262074B17","NC1=C2C=CC=NC2=C(C=C1)Br","product"
"US06262074B18","BrC=1C=CC(=C2C=CC=NC12)C#N","product"
"US06262074B19","[N+](=O)([O-])C1=C2C=CC=NC2=CC=C1C","product"
"US06262074B110","C(#N)C=1C=CC(=C2C=CC=NC12)[N+](=O)[O-]","product"
"US06262074B111","C(#N)CCNC=1C=C(C(=O)O)C=CC1","product"
"US06262074B112","C(=O)(O)CCNC=1C=C(C(=O)O)C=CC1","product"
"US06262074B113","C(C)(=O)N1CCC(C2=CC=C(C=C12)C(=O)O)=O","product"
"US06262074B114","CC1=CC=C(C=2CCCNC12)C(=O)O","product"
"US06262074B115","CN1CCCC=2C(=CC=C(C12)C)C(=O)O","product"
"US06262080B11","C1(C=2C(C(N1CCCCCC(=O)O)=O)=CC=CC2)=O","product"
"US06262085B11","[Na].COC=1C=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C(=C2C)OC)C)C1","product"
"US06262085B12","O.O.O.O.[Mg].COC=1C=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C(=C2C)OC)C)C1","product"
"US06262086B12","COC=1C=CC2=C(NC(=N2)S(=O)CC2=NC=C(C(=C2C)OC)C)C1","product"
"US06262086B13","COC=1C=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C(=C2C)OC)C)C1","product"
"US06262086B14","[Na].COC=1C=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C(=C2C)OC)C)C1","product"
"US06262086B15","O.O.O.O.[Mg].COC=1C=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C(=C2C)OC)C)C1","product"
"US06262086B16","COC=1C=CC2=C(NC(=N2)S(=O)CC2=NC=C(C(=C2C)OC)C)C1","product"
"US06262088B11","FC1=NC(=C(C(=C1F)OCC1OC(OC1)(C)C)F)F","product"
"US06262088B12","FC=1C(=NC(=C(C1OCC1OC(OC1)(C)C)F)F)OC=1C=C(C#N)C=CC1OCC1=CC=CC=C1","product"
"US06262088B13","FC=1C(=NC(=C(C1OCC1OC(OC1)(C)C)F)OC1=CC(=CC=C1)C=1N(CCN1)C)OC=1C=C(C#N)C=CC1OCC1=CC=CC=C1","product"
"US06262087B11","C1(CCC2=CC=CC=C12)CO","product"
"US06262087B12","C(#N)C1=CC=C2CCC(C2=C1)CO","product"
"US06262087B13","CS(=O)(=O)OCC1CCC2=CC=C(C=C12)C#N","product"
"US06262087B14","C1(CCC2=CC=CC=C12)C(=O)N1CCC(=CC1)C1=CNC2=CC=CC=C12","product"
"US06262087B15","C1(CCC2=CC=CC=C12)CN1CCC(=CC1)C1=CNC2=CC=CC=C12","product"
"US06262087B16","C1C(CC2=CC=CC=C12)C(=O)O","product"
"US06262087B17","C1C(CC2=CC=CC=C12)C(=O)N1CCC(=CC1)C1=CNC2=CC=CC=C12","product"
"US06262087B18","ClC=1C=CC=C2C(=CNC12)C=1CCN(CC1)C(=O)C1CC2=CC=CC=C2C1","product"
"US06262087B19","CC1=CC=CC2=C1C(CC2=O)C(=O)O","product"
"US06262087B110","CC=1C=CC=C2CCC(C12)C(=O)O","product"
"US06262087B111","ClC1=CC=C2C(=CNC2=C1)C=1CCN(CC1)C(=O)C1CCC2=C1C=1C=CNC1C=C2","product"
"US06262087B112","[N+](=O)([O-])C=1C=C2CC(CC2=CC1)C(=O)O","product"
"US06262087B114","C(C)(=O)N1CC(C2=CC(=CC=C12)Br)CCS(=O)(=O)C","product"
"US06262087B116","C1C(CC2=CC=CC=C12)CN1CCC(CC1)C1=CNC2=CC=CC=C12","product"
"US06262087B117","ICCC1CC2=CC=CC=C2C1","product"
"US06262087B118","C1C(CC2=CC=CC=C12)CCN1CCN(CC1)C1=C2C=CNC2=CC=C1","product"
"US06262087B119","ClC=1C=C2C=CN(C2=CC1)C=1CCN(CC1)CCC1CC2=CC=CC=C2C1","product"
"US06262087B121","C(C(=O)O)(=O)O.ClC1=CC=C2C(=CNC2=C1)C=1CCN(CC1)CCC1CN(C2=CC=CC=C12)C(=O)NC","product"
"US06262087B122","CC1=C(C=CC=C1C)OC(C)C","product"
"US06262087B123","CC(C)OC1=C2CC(CC2=CC=C1)(C(=O)O)C(=O)O","product"
"US06262087B124","CC(C)OC1=C2CC(CC2=CC=C1)C(=O)O","product"
"US06262087B125","ClC1=CC=C2C(=CNC2=C1)C=1CCN(CC1)CCCN1CCC2=CC=CC=C12","product"
"US06262040B11","[N+](=O)([O-])C=1C=C(C(=O)O)C=CC1CCC","product"
"US06262040B13","C1(CCCC1)N1N=CC2=CC=C(C=C12)C(=O)O","product"
"US06262040B14","C1(CCCC1)N1N=C2C=C(C=CC2=C1)C(=O)O","product"
"US06262040B15","[N+](=O)([O-])C=1C=C(C(=O)O)C=CC1CCC","product"
"US06262040B16","NC=1C=C(C(=O)O)C=CC1CCC","product"
"US06262040B19","C1(=CC=CC=C1)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B110","COC(C1=CC=C(C=C1)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC)=O","product"
"US06262040B111","ClC=1C=C(C=CC1)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B112","COC=1C=C(C=CC1)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B113","N1=CC=C(C=C1)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B114","N1=CC(=CC=C1)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B115","N1=C(C=CC=C1)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B116","N1=CC=C(C=C1)CNC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B117","N1=CC=C(C=C1)CCNC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B118","N1=CC=CC2=C(C=CC=C12)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B119","C1(CCCC1)N1N=C(C2=CC=C(C=C12)C(=O)NC1=CC=C(C(=O)O)C=C1)CC","product"
"US06262040B120","C(C1=CC=CC=C1)ONC(=O)C1=CC=C(C=C1)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B121","ONC(=O)C1=CC=C(C=C1)NC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B122","COC(=O)C1=CC=C2C(=NN(C2=C1)C1CCC1)CC","product"
"US06262040B123","COC(=O)C1=CC=C2C(=NN(C2=C1)C(C)C)CC","product"
"US06262040B124","COC(=O)C1=CC=C2C(=NN(C2=C1)C1C=CCCC1)CC","product"
"US06262040B125","COC(=O)C1=CC=C2C(=NN(C2=C1)CCCCCCOCCCCC1=CC=CC=C1)CC","product"
"US06262040B126","COC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCCC1)CC","product"
"US06262040B127","COC(CNC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC)=O","product"
"US06262040B128","ONC(=O)CNC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B129","CONC(=O)CNC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B130","C(C)OC(CCNC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC)=O","product"
"US06262040B131","C1(CCCC1)N1N=C(C2=CC=C(C=C12)C(=O)NCCC(=O)O)CC","product"
"US06262040B132","C(C1=CC=CC=C1)ONC(=O)CCNC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B133","ONC(=O)CCNC(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC","product"
"US06262040B134","C(C)OC(CN(C)C(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC)=O","product"
"US06262040B135","ONC(=O)CN(C(=O)C1=CC=C2C(=NN(C2=C1)C1CCCC1)CC)C","product"
"US06262040B137","C1(CCCC1)N1N=C(C2=CC=C(C=C12)C1=CC=CC=C1)CC","product"
"US06262082B12","COC1=C(C=C(C=C1)N)C(F)(F)F","product"
"US06262082B13","BrC1(CC(=C(C=C1)N)OC)OC","product"
"US06262082B14","C(C)(C)(C)OC(COC1=C(C=C(C=C1Cl)N)Cl)=O","product"
"US06262082B15","NC1=CC(=C(C=C1)NC(C1=C(C=CC=C1)F)=O)C","product"
"US06262082B16","C(C)(C)(C)OC(NC1=CC(=C(C=C1)I)Cl)=O","product"
"US06262082B17","C[Si](CCOC(NC1=CC(=C(C=C1)C=C)Cl)=O)(C)C","product"
"US06262082B18","C(C)(C)(C)OC(NC1=CC=C(C=C1)NC(C1=C(C=CC=C1)F)=O)=O","product"
"US06262082B19","ClCC(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])Cl","product"
"US06262082B110","C(C)(C)(C)OC(=O)NC1=CC(=C(OCCOC(C)=O)C(=C1)Cl)Cl","product"
"US06262082B111","C(C)(C)(C)OC(NC1=CC(=C(C(=C1)Cl)O)Cl)=O","product"
"US06262082B112","ClC=1C=C(C=C(C1OCC)Cl)N","product"
"US06262082B114","NC1=C(C=C(C=C1)NC(C1=C(C=CC=C1)F)=O)C#N","product"
"US06262082B115","ClC1=C(C=CC(=C1)[N+](=O)[O-])OC1CCCCC1","product"
"US06262082B116","ClC1=C(C=CC(=C1)[N+](=O)[O-])N(C1CN(CC1)C)C","product"
"US06262082B117","C(CCC)SC1=C(C=C(C=C1)[N+](=O)[O-])Cl","product"
"US06262082B120","ClC1=C(C(=CC(=C1)[N+](=O)[O-])Cl)O","product"
"US06262082B121","C(C)(C)(C)OC(NC1=CC(=C(C(=C1)Cl)OCC)Cl)=O","product"
"US06262082B122","C(C)(C)(C)OC(COC1=C(C=C(C=C1Cl)[N+](=O)[O-])Cl)=O","product"
"US06262082B123","C(C)(C)(C)OC(NC1=CC(=C(C(=C1)Cl)OCCO)Cl)=O","product"
"US06262082B124","ClC1=C(OC2CN(CC2)C)C=CC(=C1)[N+](=O)[O-]","product"
"US06262082B125","BrC1=C(C=C(C(=C1)[N+](=O)[O-])OC)OC","product"
"US06262082B126","IC1=C(C=C(C(=C1)[N+](=O)[O-])OC)OC","product"
"US06262082B127","FC1=C(C=C(C(=C1)[N+](=O)[O-])OC)OC","product"
"US06262082B128","ClC=1C=C(C=CC1C(F)(F)F)[N+](=O)[O-]","product"
"US06262082B131","C[Si](CCOC(NC1=CC(=C(C=C1)C(C)N=[N+]=[N-])Cl)=O)(C)C","product"
"US06262082B134","C(C)(C)(C)OC(NC1=CC(=C(C=C1)C1=NNC=C1)Cl)=O","product"
"US06262082B136","CC=1N=NSC1C(=O)O","product"
"US06262082B137","ClC1=CC(=C(C=C1OC)OS(=O)(=O)C(F)(F)F)[N+](=O)[O-]","product"
"US06262082B138","C(C)(C)(C)OC(NC1=CC=C(C=C1)NC(C1=CC(=CC=C1)N(C)C)=O)=O","product"
"US06262082B139","NC1=CC=C(C=C1)NC(C1=C(C=CC=C1)O)=O","product"
"US06262082B140","ClC=1C=C(C=C(C1OCCO)Cl)NC(NC1=CC=C(C=C1)NC(C)=O)=S","product"
"US06262082B141","C(C)(=O)NC1=CC=C(C=C1)NC(NC1=CC(=C(OCC(=O)O)C(=C1)Cl)Cl)=S","product"
"US06262082B144","NC(C)C1=C(C=C(C=C1)NC(NC1=CC=C(C=C1)NC(=O)C=1OC=CC1)=S)Cl","product"
"US06262082B146","ClC=1C=C(C=C(C1)Cl)SCCN","product"
"US06262082B147","CON=C(C)C1=CC(=CC=C1)C(F)(F)F","product"
"US06262082B148","FC1=C(OCC#N)C=C(C=C1)C(F)(F)F","product"
"US06262082B149","NCC1=CC(=C(C=C1)N(C)C)C(F)(F)F","product"
"US06262082B151","CN(C1=CC(=CC(=C1)C(F)(F)F)C=C[N+](=O)[O-])C","product"
"US06262082B152","BrC1=CC=C(C=C1)CCC#N","product"
"US06262082B153","C(C)OC(C(=CN(C)C)[N+]#[C-])=O","product"
"US06262082B154","C(=O)(OCC)C=1N=CSC1","product"
"US06262082B155","ClC=1C(=CC(=C(C1)NC(NC1=CC=C(C=C1)NC(C1=C(C=CC=C1)F)=O)=O)OC)OC","product"
"US06262082B156","FC(C=1C=C(C=C(C1)C(F)(F)F)[C@H](C)NC(=S)NC=1C=CC(=NC1)NC(=O)C=1N=CSC1)(F)F","product"
"US06262082B157","ClC1=C(C=C(C=C1)Cl)NC(NC1=CC=C(C=C1)NC(=O)C=1N=NSC1)=S","product"
"US06262082B158","ClC=1C=C(C=C(C1)Cl)NC(NC1=CC=C(C=C1)NC(=O)C=1N=NSC1)=S","product"
"US06262099B12","BrC1(C(C1)(C(=O)OC)C)Br","product"
"US06262099B13","BrC1(C(C1)(C(=O)O)C)Br","product"
"US06262100B11","CC1=C(C=CC(=C1)[N+](=O)[O-])S(=O)(=O)N1C(=NC(=C1C)Br)Br","product"
"US06262096B11","C(C1=CC=CC=C1)OC(=O)NCC(CC)O","product"
"US06262096B12","C(C1=CC=CC=C1)OC(=O)NCC(CC)=O","product"
"US06262096B13","C(C)(=O)NC=1SC(=CN1)SC#N","product"
"US06262096B14","CC(C)(C)OC(CSC1=CN=C(S1)NC(C)=O)=O","product"
"US06262096B15","C(C)(=O)NC=1SC(=CN1)SCC(=O)NCC(CC)=O","product"
"US06262096B16","NC=1SC(=CN1)SCC=1OC(=CN1)CC","product"
"US06262096B17","C(C)C1=CN=C(O1)CSC1=CN=C(S1)NC(C1=CC=CC=C1)=O","product"
"US06262096B18","BrCC=1OC(=C(N1)C)C","product"
"US06262096B19","CC=1N=C(OC1C)CSC1=CN=C(S1)NC(C)=O","product"
"US06262096B110","[N+](=[N-])=CC(C(C)(C)C)=O","product"
"US06262096B111","ClCC=1OC(=CN1)C(C)(C)C","product"
"US06262096B112","S(C#N)C1=CN=C(S1)NC(C(F)(F)F)=O","product"
"US06262096B113","ClCC(=O)NC(CO)CC","product"
"US06262095B11","S(=O)(=O)(O)O.O=C1C2=CC=CC=C2C(C=2N(C(=NC21)C)C)=O","product"
"US06262095B12","O=C1C=2C=CC=CC2C(C2=C1N=C(O2)C2=C(C=CC=C2)F)=O","product"
"US06262095B13","O=C1C=2C=CC=CC2C(C2=C1N=C(O2)C2=CC(=CC=C2)F)=O","product"
"US06262095B14","O=C1C=2C=CC=CC2C(C2=C1N=C(O2)C2=CC=C(C=C2)F)=O","product"
"US06262095B15","O=C1C=2C=CC=CC2C(C2=C1N=C(O2)C2=C(C=CC=C2)C)=O","product"
"US06262095B16","O=C1C=2C=CC=CC2C(C2=C1N=C(O2)C2=CC(=CC=C2)C)=O","product"
"US06262095B17","O=C1C=2C=CC=CC2C(C2=C1N=C(O2)C2=CC=C(C=C2)OC)=O","product"
"US06262095B18","ClC1=C(C=CC=C1)C=1OC2=C(N1)C(C=1C=CC=CC1C2=O)=O","product"
"US06262095B19","ClC1=CC=C(C=C1)C=1OC2=C(N1)C(C=1C=CC=CC1C2=O)=O","product"
"US06262095B112","S(=O)(=O)(O)O.O=C1C=2C=CC=CC2C(C2=C1N=C(S2)C2=CC=NC=C2)=O","product"
"US06262095B113","O=C1C=2C=CC=CC2C(C2=C1N=C(S2)NC2=CC=CC=C2)=O","product"
"US06262095B114","NC=1C(C2=C(C=CC=C2C(C1Br)=O)OC)=O","product"
"US06262095B115","O=C1C=2C=CC=C(C2C(C2=C1N=C(S2)C2=CC=CC=C2)=O)O","product"
"US06262095B116","O=C1C=2C=CC=CC2C(C2=C1N=C(S2)C=2OC(=CC2)[N+](=O)[O-])=O","product"
"US06262106B12","C(C)C=1C=C(C=CC1)C1(C2CC3CC(CC1C3)C2)C#N","product"
"US06262090B12","COC1=C(C=C(C=C1)N)C(F)(F)F","product"
"US06262090B13","BrC1(CC(=C(C=C1)N)OC)OC","product"
"US06262090B14","C(C)(C)(C)OC(COC1=C(C=C(C=C1Cl)N)Cl)=O","product"
"US06262090B15","ClC=1C=C(C=C(C1OC1=CC=CC=C1)Cl)N","product"
"US06262090B16","NC1=CC(=C(C=C1)NC(C1=C(C=CC=C1)F)=O)C","product"
"US06262090B17","C(C)(C)(C)OC(NC1=CC(=C(C=C1)I)Cl)=O","product"
"US06262090B18","C[Si](CCOC(NC1=CC(=C(C=C1)C=C)Cl)=O)(C)C","product"
"US06262090B19","C(C)(C)(C)OC(NC1=CC=C(C=C1)NC(C1=C(C=CC=C1)F)=O)=O","product"
"US06262090B110","ClCC(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])Cl","product"
"US06262090B111","C(C)(C)(C)OC(=O)NC1=CC(=C(OCCOC(C)=O)C(=C1)Cl)Cl","product"
"US06262090B112","C(C)(C)(C)OC(NC1=CC(=C(C(=C1)Cl)O)Cl)=O","product"
"US06262090B113","ClC=1C=C(C=C(C1OCC)Cl)N","product"
"US06262090B115","NC1=C(C=C(C=C1)NC(C1=C(C=CC=C1)F)=O)C#N","product"
"US06262090B116","ClC1=C(C=CC(=C1)[N+](=O)[O-])OC1CCCCC1","product"
"US06262090B117","ClC1=C(C=CC(=C1)[N+](=O)[O-])N(C1CN(CC1)C)C","product"
"US06262090B118","C(CCC)SC1=C(C=C(C=C1)[N+](=O)[O-])Cl","product"
"US06262090B121","ClC1=C(C(=CC(=C1)[N+](=O)[O-])Cl)O","product"
"US06262090B122","C(C)(C)(C)OC(NC1=CC(=C(C(=C1)Cl)OCC)Cl)=O","product"
"US06262090B123","C(C)(C)(C)OC(COC1=C(C=C(C=C1Cl)[N+](=O)[O-])Cl)=O","product"
"US06262090B124","C(C)(C)(C)OC(NC1=CC(=C(C(=C1)Cl)OCCO)Cl)=O","product"
"US06262090B126","BrC1=C(C=C(C(=C1)[N+](=O)[O-])OC)OC","product"
"US06262090B127","IC1=C(C=C(C(=C1)[N+](=O)[O-])OC)OC","product"
"US06262090B128","FC1=C(C=C(C(=C1)[N+](=O)[O-])OC)OC","product"
"US06262090B129","ClC=1C=C(C=CC1C(F)(F)F)[N+](=O)[O-]","product"
"US06262090B132","C[Si](CCOC(NC1=CC(=C(C=C1)C(C)N=[N+]=[N-])Cl)=O)(C)C","product"
"US06262090B135","C(C)(C)(C)OC(NC1=CC(=C(C=C1)C1=CC=NO1)Cl)=O","product"
"US06262090B136","C(C)(C)(C)OC(NC1=CC(=C(C=C1)C1=NNC=C1)Cl)=O","product"
"US06262090B137","ClC1=C(C=CC(=C1)[N+](=O)[O-])NC(CSCCN(C)C)=O","product"
"US06262090B139","NNC(=O)N.C(C1=CC=CC=C1)(=O)CC(=O)OCC","product"
"US06262090B140","CC=1N=NSC1C(=O)O","product"
"US06262090B141","ClC1=CC(=C(C=C1OC)OS(=O)(=O)C(F)(F)F)[N+](=O)[O-]","product"
"US06262090B142","C(C)(C)(C)OC(NC1=CC=C(C=C1)NC(C1=CC(=CC=C1)N(C)C)=O)=O","product"
"US06262090B143","NC1=CC=C(C=C1)NC(C1=C(C=CC=C1)CO)=O","product"
"US06262090B144","ClC=1C=C(C=C(C1OCCO)Cl)NC(NC1=CC=C(C=C1)NC(C)=O)=S","product"
